eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,actor_type_real,actor_type,,,child_actor
Lee Won Keun,6,이원근,0,27-Jun-91,17,,0,0,"영화배우,탤런트","이원근
Won Keun Lee
영화배우, 탤런트",,,
Kim Sung Ryung,4,김성령,1,08-Feb-67,43,,0,0,"탤런트,미스코리아","김성령
탤런트, 미스코리아",,,
Lee Hye Young,3,이혜영,1,25-Nov-62,Notfound,,0,0,"탤런트,화가","이혜영
탤런트, 화가",,,
Kim Ha Neul,4,김하늘,1,21-Feb-78,16,,0,0,"영화배우,탤런트","김하늘
영화배우, 탤런트",,,
Kim Jae Wook,4,김재욱,0,02-Apr-83,16,,0,0,영화배우,"김재욱
영화배우",,,
Krystal Jung,5,크리스,1,24-Oct-94,Notfound,,0,0,방송연예인,"크리스 존슨
Kris Johnson
방송연예인",,,
Jo Bo Ah,9,조보아,1,22-Aug-91,22,2012,0,0,탤런트,"조보아
탤런트",,,0
Oh Yeon Soo,1,오연수,1,27-Oct-71,31,,0,0,"탤런트,영화배우","오연수
탤런트, 영화배우",,,
Kim Young Min,4,김영민,0,05-Nov-71,9,,1,0,"金永敏,영화배우,연극배우","김영민
金永敏, Young Min Kim
영화배우, 연극배우",,,
Park Joo Mi,3,박주미,1,05-Oct-72,20,,0,0,"탤런트,영화배우","박주미
탤런트, 영화배우",,,
Kang Shin Hyo,1,강신효,0,13-Aug-89,11,,0,0,영화배우,"강신효
Shin Hyo Kang
영화배우",,,
Lee Ga Ryeong,4,이가령,1,02-Oct-80,7,,0,0,탤런트,"이가령
탤런트",,,
Jeon Soo Kyung,3,전수경,1,12-Jul-66,Notfound,,0,0,"뮤지컬배우,영화배우","전수경
뮤지컬배우, 영화배우",,,
Ji Young San,1,지영산,0,01-Apr-75,6,,0,0,"권혁종,池姈珊,탤런트,","지영산
권혁종, 池姈珊, Gee Young San
탤런트, VJ",,,
Ok Jin Uk,1,옥진욱,0,06-Jan-97,5,,0,1,"가수,탤런트","옥진욱
가수, 탤런트",,,
Kang Hui,1,강희,0,19-Nov-91,Notfound,,0,0,"탤런트,영화배우","강희
탤런트, 영화배우",,,
Lee Ji Hoon,9,이지훈,0,29-Oct-88,Notfound,,0,1,,,,,
Han Chae Young,2,한채영,1,13-Sep-80,29,,0,0,"김지영영화배우,탤런트","한채영
김지영
영화배우, 탤런트",,,
Ji Yi Soo,1,지이수,1,26-Oct-91,9,,0,0,"탤런트,영화배우","지이수
탤런트, 영화배우",,,
Koo Ja Sung,3,구자성,0,22-Sep-92,Notfound,,0,0,탤런트,"구자성
탤런트",,,
Im Sung Kyun,1,임성균,0,20-Mar-96,Notfound,,0,0,탤런트,"임성균
탤런트",,,
Shin Yong Seok,1,신용석,0,11-Oct-96,Notfound,,0,1,,,,,
Go Ah Sung,6,고아성,1,10-Aug-92,13,,0,0,"탤런트,영화배우","고아성
탤런트, 영화배우",,,
Park Yong Woo,3,박용우,0,16-Mar-71,Notfound,,0,0,,,,,
Cha Hun,1,차훈,0,12-Jul-94,1,2015,0,1,"가수,탤런트","차훈
가수, 탤런트",,,
Yoon Chae Kyung,2,윤채경,1,07-Jul-96,14,,0,1,"탤런트,가수","윤채경
탤런트, 가수",,,
Joo Jong Hyuk,1,주종혁,0,27-Jul-91,Notfound,,0,0,영화배우,"주종혁
영화배우",,,
Park So Eun,1,박소은,1,15-Nov-93,Notfound,,0,1,가수,"박소은
가수",,,
Park Jung Yeon,1,박정연,1,13-May-97,3,,0,0,영화배우,"박정연
Jeong Yeon Park
영화배우",,,
Kim Gab Soo,3,김갑수,0,07-Apr-57,77,,0,0,"영화배우,탤런트","김갑수
영화배우, 탤런트",,,
Park Hae Joon,4,박상우,0,14-Jun-76,Notfound,,0,1,,,,,
Kim Ji Hyun,1,김지현,1,02-Jan-82,7,,1,0,"연극배우,뮤지컬배우","김지현
연극배우, 뮤지컬배우",,,
Son Ye Jin,3,손예진,1,11-Jan-82,11,,0,0,"손언진영화배우,탤런트","손예진
손언진
영화배우, 탤런트",,,
Jeon Mi Do,3,전미도,1,04-Aug-82,4,,1,0,"뮤지컬배우,연극배우","전미도
뮤지컬배우, 연극배우",,,
Lee Si Young,6,이시영,1,17-Apr-82,39,,0,0,"탤런트,영화배우","이시영
Lee Si Young
탤런트, 영화배우",,,
Seo Kang Joon,8,서강준,0,12-Oct-93,16,,0,0,"탤런트,영화배우","서강준
탤런트, 영화배우",,,
Kim Ah Joong,3,김아중,1,16-Oct-82,11,,0,0,"영화배우,탤런트","김아중
Kim A Joong
영화배우, 탤런트",,,
Choi Hyun Wook,2,최현욱,0,30-Jan-02,12,,0,0,탤런트,"최현욱
탤런트",,,
Nam Joo Hyuk,7,남주혁,0,22-Feb-94,15,,0,0,"탤런트,영화배우","남주혁
탤런트, 영화배우",,,
Lee Joo Myung,1,이주명,1,01-Dec-93,8,,0,0,탤런트,"이주명
탤런트",,,
Song Kang,6,송강,0,23-Apr-94,Notfound,,0,0,탤런트,"송강
탤런트",,,
Yura,4,유라,1,06-Nov-92,Notfound,,0,1,"김아영탤런트,가수","유라
김아영
탤런트, 가수",,,
Park Jung Chul,1,박정철,0,05-Nov-76,33,,0,0,"박철탤런트,영화배우","박정철
박철
탤런트, 영화배우",,,
Wang Bit Na,3,왕빛나,1,15-Apr-81,32,,0,0,"탤런트,영화배우","왕빛나
탤런트, 영화배우",,,
Jung Ae Ri,1,정애리,1,13-Sep-60,84,,0,0,"탤런트,영화배우","정애리
Ae Rie Chung
탤런트, 영화배우",,,
Go In Beom,1,고인범,0,05-Oct-59,44,,1,0,"탤런트,연극배우","고인범
In Beom Ko
탤런트, 연극배우",,,
Ji Seung Hyun,4,지승현,0,19-Dec-81,22,,0,0,"영화배우,탤런트","지승현
Ji Seung Hyun
영화배우, 탤런트",,,
Ok Go Woon,1,옥고운,1,13-Oct-80,13,,0,0,"옥고운영화배우,탤런트","옥지영
옥고운
영화배우, 탤런트",,,
Seo Eun Ah,2,서은아,1,26-Feb-89,9,,0,0,영화배우,"서은아
영화배우",,,
Cho Yi Hyun,2,조이현,1,08-Dec-99,9,,0,0,탤런트,"조이현
탤런트",,,
Kang Daniel,1,강다니,0,10-Dec-96,Notfound,,0,0,,,,,
Yoo Jun,2,유준,0,15-Apr-00,Notfound,,0,0,탤런트,"유준
탤런트",,,
Hyuk,1,혁,0,05-Jul-95,Notfound,,0,1,"한상혁가수,영화배우","혁
한상혁
가수, 영화배우",,,
Kim So Jin,1,김소진,1,12-Dec-79,3,,1,0,"연극배우,영화배우","김소진
Kim So Jin
연극배우, 영화배우",,,
Rain,4,비,0,25-Jun-82,Notfound,,0,0,,,,,
Uee,8,유이,1,09-Apr-88,Notfound,,0,1,"가수, 탤런트","유이
U-IE
가수, 탤런트",,,
Song Ji Eun,3,송지은,1,05-May-90,14,,0,1,"탤런트,가수","송지은
Song Jieun
탤런트, 가수",,,
Sung Ji Ru,1,성지루,0,16-Oct-68,34,,0,0,"영화배우,탤런트","성지루
영화배우, 탤런트",,,
Bae Doo Na,6,배두나,1,11-Oct-79,29,,0,0,"탤런트,영화배우","배두나
탤런트, 영화배우",,,
Gong Yoo,2,공유,0,10-Jul-79,Notfound,,0,0,"공지철탤런트,영화배우","공유
공지철
탤런트, 영화배우",,,
Jun,1,박준희,0,02-Jun-94,3,,0,1,가수,"박준희
Park Junhee
가수",,,
Yoo Hyun Woo,1,유현우,0,11-Jul-96,Notfound,,0,0,탤런트,"유현우
탤런트",,,
Yoo Seung Ho,7,유승호,0,17-Aug-93,27,2000,0,0,"탤런트,영화배우","유승호
탤런트, 영화배우",,,1
Byeon Woo Seok,3,변우석,0,31-Oct-91,15,,0,0,탤런트,"변우석
탤런트",,,
Joy,3,조이,1,03-Sep-96,Notfound,,0,1,"박수영,가수","조이
박수영, JOY
가수",,,
Kim Kyung Nam,4,김경남,0,21-Dec-89,12,,1,0,"탤런트,연극배우","김경남
탤런트, 연극배우",,,
Kang Ye Won,2,강예원,1,15-Mar-79,9,,0,0,영화배우,"강예원
영화배우",,,
Kwon Na Ra,6,권나라,1,13-Mar-91,14,,0,0,"탤런트,영화배우","권나라
탤런트, 영화배우",,,
Kim Ji Soo,8,김지수,0,30-Mar-93,Notfound,,0,1,,,,,
Yoon Se Ah,6,윤세아,1,02-Jan-78,33,,0,0,영화배우,"윤세아
Yoon Se A
영화배우",,,
Kim Hye Yoon,3,김혜윤,1,10-Nov-96,11,,0,0,"영화배우,탤런트","김혜윤
영화배우, 탤런트",,,
Go Eun Ah,1,고은아,1,28-Oct-88,19,,0,0,"방효진영화배우,모델","고은아
방효진
영화배우, 모델",,,
Heo Young Ji,2,허영지,1,30-Aug-94,38,,0,1,"가수,탤런트","허영지
Young Ji Hur
가수, 탤런트",,,
Lee Mi So,1,이미소,1,29-Oct-88,8,,0,0,영화배우,"이루안
영화배우",,,
Son Soo Ah,1,손수아,1,25-Mar-94,5,,0,0,"영화배우,모델","손수아
영화배우, 모델",,,
Ham Eun Jung,4,함은정,1,12-Dec-88,25,,0,1,"엘시,가수,영화배우","함은정
엘시, ELSIE
가수, 영화배우",,,
Kim Jin Yeop,2,김진엽,0,27-Nov-88,Notfound,,0,0,기자,"김진엽
기자",,,
Hwang Shin Hye,2,황정만,1,15-Dec-63,38,,0,0,"황정만탤런트,영화배우","황신혜
황정만
탤런트, 영화배우",,,
Yoon Da Hoon,2,윤다훈,0,30-Dec-64,46,,0,0,"영화배우,탤런트","윤다훈
영화배우, 탤런트",,,
Shim Hye Jin,1,심혜진,1,16-Jan-67,Notfound,,0,0,탤런트,"심혜진
탤런트",,,
Son Sung Yoon,2,손성윤,1,24-Aug-84,17,,0,0,탤런트,"손성윤
탤런트",,,
Kim Yeong Cheol,4,김영철,0,25-Feb-53,Notfound,,0,0,"탤런트,영화배우","김영철
탤런트, 영화배우",,,
Park Jin Hee,6,박진희,1,08-Jan-78,29,,0,0,"영화배우,탤런트","박진희
영화배우, 탤런트",,,
Park Sun Young,2,박선영,1,21-Aug-76,Notfound,,0,0,,,,,
Lee Kyung Hoon,1,이경훈,0,29-Sep-10,Notfound,,0,0,,,,,
Lee Shi Won,2,이시원,1,29-Aug-87,24,,0,0,"영화배우,탤런트","이시원
영화배우, 탤런트",,,
Ha Seok Jin,8,하석진,0,05-Mar-82,36,,0,0,"탤런트,영화배우","하석진
탤런트, 영화배우",,,
Im Hyun Joo,1,임현주,1,21-Oct-92,7,,0,0,탤런트,"임현주
탤런트",,,
Park Soo Ae,3,박수애,1,16-Sep-79,Notfound,,0,0,,,,,
Kim Kang Woo,7,김강우,0,11-Jul-78,19,,0,0,"탤런트,영화배우","김강우
탤런트, 영화배우",,,
Kim Mi Sook,2,김미숙,1,26-Mar-59,65,,0,0,"탤런트,영화배우","김미숙
Misook Kim
탤런트, 영화배우",,,
Lee Yi Dam,1,이이담,1,1996,3,,0,0,영화배우,"이이담
영화배우",,,
Kim Da Mi,2,김다미,1,09-Apr-95,3,,0,0,"영화배우,탤런트","김다미
영화배우, 탤런트",,,
Kim Sung Cheol,4,김성철,0,31-Dec-91,9,,0,0,"뮤지컬배우,영화배우","김성철
뮤지컬배우, 영화배우",,,
Song Yoon Ah,5,송윤아,1,07-Jun-73,27,,0,0,"탤런트,영화배우","송윤아
탤런트, 영화배우",,,
Kim Soo Hyun,3,김수현,0,16-Feb-88,16,,0,0,"탤런트,영화배우","김수현
탤런트, 영화배우",,,
Kim Yo Han,2,김요한,0,22-Sep-99,15,,0,1,가수,"김요한
가수",,,
Hwang Bo Reum Byeol,1,황보름,1,21-Dec-99,Notfound,,0,0,,,,,
Seo Hee Seon,1,서희선,1,28-Dec-99,Notfound,,0,0,탤런트,"서희선
탤런트",,,
Shim Dal Gi,1,심달기,1,12-Jun-99,8,,0,0,영화배우,"심달기
Dalgi Shim
영화배우",,,
Choi Bo Min,1,최보민,0,24-Aug-00,10,,0,1,가수,"최보민
가수",,,
Lee Na Gyung,1,이나경,1,01-Jun-00,8,,0,1,가수,"이나경
가수",,,
Heo Jung Hee,1,허정희,1,22-Aug-95,2,,0,0,"영화배우,탤런트","허정희
영화배우, 탤런트",,,
Won Jin Ah,5,원진아,1,29-Mar-91,6,,0,0,"영화배우,탤런트","원진아
Jin A Won
영화배우, 탤런트",,,
Yoo Ah In,3,유아인,0,06-Oct-86,13,,0,0,"탤런트,영화배우","유아인
탤런트, 영화배우",,,
Yang Ik Jun,2,양익준,0,19-Oct-75,12,,0,0,"영화감독,영화배우","양익준
영화감독, 영화배우",,,
Park Jung Min,2,박정민,0,24-Mar-87,10,,0,0,영화배우,"박정민
영화배우",,,
Hyung Won,2,형원,0,15-Jan-94,Notfound,,0,1,가수,"형원
가수",,,
Joo Se Bin,1,주세빈,1,09-Oct-97,3,,0,0,탤런트,"주세빈
탤런트",,,
Park Eun Hye,4,박은혜,1,21-Feb-77,39,,0,0,"탤런트,영화배우","박은혜
탤런트, 영화배우",,,
Tony Ahn,1,토니안,0,07-Jun-78,48,,0,1,안승호가수,"토니안
안승호
가수",,,
Jo Yoo Jung,1,조유정,1,17-Sep-99,Notfound,,0,0,탤런트,"조유정
탤런트",,,
Ryu Eui Hyun,1,류의현,0,15-Apr-99,11,,0,0,영화배우,"류의현
영화배우",,,
Cho Mi Yeon,1,조미연,1,31-Jan-97,Notfound,,0,0,전학교법인인,"조미연
전 학교법인인",,,
Kim Min Ki,1,김민기,0,22-Nov-02,Notfound,,0,0,,,,,
Kwon Young Eun,1,권영은,1,01-Dec-97,1,,0,0,영화배우,"권영은
영화배우",,,
Jang Ki Yong,6,장기용,0,07-Aug-92,19,,0,0,"탤런트,영화배우","장기용
탤런트, 영화배우",,,
Choi Hee Seo,3,최희서,1,24-Dec-86,7,,0,0,영화배우,"최희서
Moon Choi
영화배우",,,
Jin Kyung,2,진경,1,27-Mar-72,Notfound,,1,0,"영화배우,연극배우","진경
영화배우, 연극배우",,,
Im Soo Jung,3,임수정,1,11-Jul-79,5,,0,0,"영화배우,탤런트","임수정
영화배우, 탤런트",,,
Ahn Sol Bin,2,안솔빈,1,19-Aug-97,20,,0,1,"안솔빈가수,탤런트","솔빈
안솔빈
가수, 탤런트",,,
Han So Eun,3,한소은,1,08-Jul-93,12,,0,0,탤런트,"한소은
Han So Eun
탤런트",,,
EXY,1,엑시,1,06-Nov-95,Notfound,,0,1,"추소정,가수,탤런트","엑시
추소정, EXY
가수, 탤런트",,,
I.L,1,그린,1,07-Jan-97,Notfound,,0,0,,,,,
Ok Taec Yeon,5,옥택연,0,27-Dec-88,28,,0,1,"가수,영화배우","옥택연
가수, 영화배우",,,
Jung In Sun,5,정인선,1,25-Apr-91,17,,0,0,"탤런트,영화배우","정인선
탤런트, 영화배우",,,
Han Hyo Joo,2,한효주,1,22-Feb-87,15,,0,0,"탤런트,영화배우","한효주
탤런트, 영화배우",,,
Baek Sung Chul,2,백성철,0,10-Mar-99,Notfound,,0,0,모델,"백성철
모델",,,
Lee Young Ae,2,이영애,1,31-Jan-71,21,,0,0,"영화배우,탤런트","이영애
영화배우, 탤런트",,,
Kim Hye Joon,2,김혜준,1,08-May-95,13,,0,0,"영화배우,탤런트","김혜준
영화배우, 탤런트",,,
Jo Hyun Chul,1,조현철,0,24-Dec-86,8,,0,0,영화배우,"조현철
영화배우",,,
Cha Joo Young,1,차주영,1,05-Jun-90,11,,0,0,탤런트,"차주영
탤런트",,,
Kim Su Hyun,2,김수현,1,25-Jan-85,16,,0,0,"탤런트,영화배우","김수현
탤런트, 영화배우",,,
Lee Hee Joon,2,이희준,0,29-Jun-79,20,,0,0,"영화배우,탤런트","이희준
영화배우, 탤런트",,,
Park Ho San,2,박호산,0,18-Oct-72,24,1997,1,0,"박정환뮤지컬배우,연극배우","박호산
박정환
뮤지컬배우, 연극배우",,,0
Ong Seong Wu,3,옹성우,0,25-Aug-95,10,,0,0,"탤런트,영화배우","옹성우
ONG SEONG WU
탤런트, 영화배우",,,
Jun Ji Hyun,2,전지현,1,30-Oct-81,6,,0,0,영화배우,"전지현
영화배우",,,
Joo Ji Hoon,6,주지훈,0,16-May-82,14,,0,0,"탤런트,영화배우","주지훈
탤런트, 영화배우",,,
Jang Eui Soo,3,장의수,0,22-Jan-90,10,,0,0,"탤런트,모델","장의수
Eui Soo Jang
탤런트, 모델",,,
Lee Chan Hyung,1,이찬형,0,03-Nov-97,Notfound,,0,0,탤런트,"이찬형
Chan Hyeong Lee
탤런트",,,
Han So Hee,4,한소희,1,18-Nov-94,11,,0,0,탤런트,"한소희
탤런트",,,
Go Hyun Jung,4,고현정,1,02-Mar-71,21,,0,0,"탤런트,미스코리아","고현정
탤런트, 미스코리아",,,
Bae Yoon Kyung,1,배윤경,1,22-Jan-93,16,,0,0,탤런트,"배윤경
탤런트",,,
Choi Byung Chan,2,최병찬,0,12-Nov-97,7,,0,0,탤런트,"최병찬
탤런트",,,
Han Da Gam,2,한은정,1,10-Jul-80,38,,0,0,"한은정탤런트,영화배우","한다감
한은정
탤런트, 영화배우",,,
Han Sang Jin,2,한상진,0,09-Dec-77,Notfound,,0,0,기자,"한상진
기자",,,
Shim Ji Ho,3,심지호,0,02-May-81,19,,0,0,"탤런트,영화배우","심지호
탤런트, 영화배우",,,
Park Yeon Ah,1,박연아,1,09-Apr-98,4,,0,0,영화배우,"박연아
영화배우",,,
Lee So E,1,이소이,1,10-Oct-00,Notfound,,0,0,탤런트,"이소이
탤런트",,,
Ma Hyun Ji,1,마현지,1,27-Jan-98,7,,0,0,"탤런트,영화배우","마현지
탤런트, 영화배우",,,
Jung Su Bin,1,정수빈,0,05-Apr-99,8,,0,0,,,,,
Oh Jae Woong,1,오재웅,0,23-Jul-99,4,,0,0,"탤런트,전피겨스케이팅선수","오재웅
탤런트, 전 피겨스케이팅선수",,,
Shin So Hyun,1,신소현,1,30-Sep-03,Notfound,,0,0,탤런트,"신소현
Shin So Hyun
탤런트",,,
Choi Ji Su,2,최지수,1,25-Aug-97,8,,0,0,"탤런트,영화배우","최지수
탤런트, 영화배우",,,
Ji Hyun Woo,8,지현우,0,29-Nov-84,28,,0,1,"영화배우,가수","지현우
영화배우, 가수",,,
Kang Eun Tak,5,강은탁,0,16-Aug-82,10,,0,0,신슬기탤런트,"강은탁
신슬기
탤런트",,,
Yoo Jae Myung,5,유재명,0,03-Jun-73,23,,0,0,영화배우,"유재명
You Chea Myung
영화배우",,,
Han Ye Ri,7,한예리,1,23-Dec-84,13,,0,0,"김예리,영화배우,탤런트","한예리
김예리, Yeri Han
영화배우, 탤런트",,,
Uhm Tae Goo,2,엄태구,0,09-Nov-83,9,,0,0,"영화배우,탤런트","엄태구
영화배우, 탤런트",,,
Hwang Hee,2,황희,0,18-Oct-88,Notfound,,0,0,"국회의원,전장관","황희
국회의원, 전 장관",,,
Lee Ha Nee,5,이하늬,1,02-Mar-83,19,,0,0,"탤런트,미스코리아","이하늬
Ha Nee Lee
탤런트, 미스코리아",,,
Park Ha Sun,4,박하선,1,22-Oct-87,31,,0,0,"탤런트,영화배우","박하선
Ha Seon Park
탤런트, 영화배우",,,
Lee Jung Jae,3,이정재,0,15-Dec-72,14,,0,0,"영화배우,탤런트","이정재
영화배우, 탤런트",,,
Jung Ho Yeon,1,정호연,1,23-Jun-94,Notfound,,0,0,모델,"정호연
모델",,,
Cho Yeo Jung,6,조여정,1,10-Feb-81,26,,0,0,"탤런트,영화배우","조여정
탤런트, 영화배우",,,
Kim Jee Soo,4,김지수,1,24-Oct-72,Notfound,,0,1,,,,,
Park Se Jin,1,박세진,1,06-Sep-96,Notfound,,0,0,,,,,
Gong Hyun Joo,2,공현주,1,07-Jan-84,28,,0,0,"탤런트,플로리스트","공현주
Kong Hyun Joo
탤런트, 플로리스트",,,
Ryu Joon Yeol,3,류준열,0,25-Sep-86,7,,0,0,"영화배우,탤런트","류준열
영화배우, 탤런트",,,
Kim Yoo Jung,6,김유정,1,22-Sep-99,33,,0,0,"영화배우,탤런트","김유정
영화배우, 탤런트",,,
Gong Myung,5,공명,0,26-May-94,Notfound,,0,0,정보없음,Notfound,,,
Kim Seon Ho,7,김선호,0,08-May-86,10,,1,0,연극배우,"김선호
연극배우",,,
Ji Jin Hee,7,지진희,0,24-Jun-71,28,,0,0,"탤런트,영화배우","지진희
탤런트, 영화배우",,,
Kim Hye Eun,2,김혜은,1,01-Mar-73,36,,0,0,"탤런트,영화배우","김혜은
탤런트, 영화배우",,,
Kim Bo Ra,3,김보라,1,28-Sep-95,28,,0,0,영화배우,"김보라
Bo Ra Kim
영화배우",,,
Kim Hong Pa,1,김홍파,0,05-Jan-62,20,,0,0,영화배우,"김홍파
영화배우",,,
Kim Sae Ron,4,김새론,1,31-Jul-00,16,,0,0,영화배우,"김새론
영화배우",,,
Yang Hong Seok,1,양홍석,0,17-Apr-94,Notfound,,0,0,,,,,
Song Ji Hyo,5,송지효,1,15-Aug-81,18,,0,0,"영화배우,탤런트","송지효
Song Ji Hyo
영화배우, 탤런트",,,
Jung Yoo Min,1,정유민,1,10-Jul-91,23,,0,0,"탤런트,영화배우","정유민
탤런트, 영화배우",,,
Choi Myung Gil,4,최명길,1,11-Nov-62,43,,0,0,"탤런트,영화배우","최명길
탤런트, 영화배우",,,
So Yi Hyun,3,소이현,1,28-Aug-84,34,2001,0,0,"조우정탤런트,영화배우","소이현
조우정
탤런트, 영화배우",,,0
Shin Jung Yoon,1,신정윤,0,13-Feb-85,4,,0,0,탤런트,"신정윤
Shin Jung Yun
탤런트",,,
Nam Gyu Ri,4,남규리,1,26-Apr-85,17,,0,1,"영화배우,가수","남규리
영화배우, 가수",,,
Kim Min Jung,5,김민정,1,30-Jul-82,32,,0,0,"영화배우,탤런트","김민정
영화배우, 탤런트",,,
Go Woo Jin,1,고우진,0,17-Sep-96,4,,0,1,"탤런트,가수","고우진
탤런트, 가수",,,
Lee Sae On,1,이세온,0,27-Nov-95,4,,0,0,탤런트,"이세온
탤런트",,,
Choe Chan Yi,1,최찬이,0,14-Jun-95,7,,0,0,탤런트,"최찬이
탤런트",,,
Kim Ga Eun,5,김가은,1,08-Jan-89,29,,0,0,탤런트,"김가은
탤런트",,,
Jung Jae Young,5,정재영,0,21-Nov-70,5,,0,0,영화배우,"정재영
영화배우",,,
Yang Hye Ji,2,양혜지,1,20-Jan-96,Notfound,,0,0,탤런트,"양혜지
탤런트",,,
Lee Yeol Eum,4,이열음,1,16-Feb-96,15,,0,0,"영화배우,탤런트","이열음
영화배우, 탤런트",,,
Lee Shi Ah,1,이시아,1,10-Jul-90,8,,0,0,"영화배우,탤런트","이시아
영화배우, 탤런트",,,
Han Hyun Min,2,한현민,0,19-May-01,12,,0,0,"모델,탤런트","한현민
모델, 탤런트",,,
Park Se Wan,4,박세완,1,24-Sep-94,13,2016,0,0,영화배우,"박세완
영화배우",,,0
Choi Young Jae,1,최영재,0,17-Sep-96,11,,0,0,"방송인,대학교수","최영재
Choi Young Jae
방송인, 대학교수",,,
Shin Hyun Seung,1,신현승,0,15-Jul-98,Notfound,,0,0,탤런트,"신현승
탤런트",,,
Minnie,1,김승민,0,22-Sep-00,Notfound,,0,1,가수,"김승민
Kim Seungmin
가수",,,
Terris Brown,1,강기영,0,14-Oct-83,24,,0,0,"영화배우,탤런트","강기영
Ki Young Kang
영화배우, 탤런트",,,
Jo Jung Suk,6,조정석,0,26-Dec-80,11,,0,0,"뮤지컬배우,탤런트","조정석
뮤지컬배우, 탤런트",,,
Kim Dae Myung,2,김대명,0,16-Feb-81,7,,0,0,"영화배우,뮤지컬배우","김대명
영화배우, 뮤지컬배우",,,
Park Ji Hoon,3,박지훈,0,29-May-99,6,,0,1,"가수,배우","박지훈
PARK JI HOON
가수, 배우",,,
Lee Tae Gon,2,이태곤,0,27-Nov-77,29,,0,0,"탤런트,모델","이태곤
Lee Tae Gon
탤런트, 모델",,,
Jeon Noh Min,2,전노민,0,28-Aug-66,49,,0,0,"전재용탤런트,영화배우","전노민
전재용
탤런트, 영화배우",,,
Eugene,4,유진,1,03-Mar-81,Notfound,,0,0,"김유진영화배우,탤런트","유진
김유진
영화배우, 탤런트",,,
Go Sung Min,1,고성민,1,21-Apr-98,3,,0,1,가수,"고성민
가수",,,
Min Chan Ki,2,민찬기,0,27-Dec-89,9,,0,0,"탤런트,전프로게이머","민찬기
탤런트, 전 프로게이머",,,
Lee Il Hwa,3,이일화,1,03-Jan-71,66,,0,0,"영화배우,탤런트","이일화
영화배우, 탤런트",,,
Han Seung Yeon,5,한승연,1,24-Jul-88,29,,0,1,"가수,탤런트","한승연
가수, 탤런트",,,
Tang Jun Sang,2,탕준상,0,13-Aug-03,5,,0,0,"영화배우,뮤지컬배우","탕준상
Jun Sang Tang
영화배우, 뮤지컬배우",,,
Son Sang Yeon,1,손상연,0,02-Apr-02,6,,0,0,방송연예인,"손상연
방송연예인",,,
Kim Kang Hoon,1,김강훈,0,07-Jun-09,13,,0,0,방송연예인,"김강훈
방송연예인",,,
Kim Do Wan,1,김도완,0,08-Mar-95,11,,0,0,"영화배우,탤런트","김도완
영화배우, 탤런트",,,
Hong Seung Hee,1,홍승희,1,19-Aug-97,10,,0,0,탤런트,"홍승희
탤런트",,,
Shin Do Hyun,2,신도현,1,05-Nov-95,11,2017,0,0,탤런트,"신도현
탤런트",,,
Park Bo Young,4,박보영,1,12-Feb-90,15,,0,0,"영화배우,탤런트","박보영
영화배우, 탤런트",,,
Jung Ji So,2,정지소,1,17-Sep-99,18,,0,0,"탤런트,영화배우","정지소
탤런트, 영화배우",,,
Jeong Yun Ho,1,정윤호,0,23-Mar-99,Notfound,,0,1,,,,,
Go Min Si,3,고민시,1,15-Feb-95,13,,0,0,"영화배우,탤런트","고민시
영화배우, 탤런트",,,
Lee Joon Hyuk,9,이준혁,0,13-Mar-84,27,,0,0,"탤런트,영화배우","이준혁
Lee Jun Hyuk
탤런트, 영화배우",,,
Yeon Woo Jin,7,연우진,0,05-Jul-84,17,,0,0,"김봉회탤런트,영화배우","연우진
김봉회
탤런트, 영화배우",,,
Ryu Hye Young,2,류혜영,1,28-Mar-91,5,2007,0,0,영화배우,"류혜영
Hye Young Ryu
영화배우",,,
Kim Myung Min,3,김명민,0,08-Oct-72,16,,0,0,"탤런트,영화배우","김명민
탤런트, 영화배우",,,
Choi Jung Yoon,1,최정윤,1,09-May-77,Notfound,,0,0,"탤런트,영화배우","최정윤
탤런트, 영화배우",,,
Ahn Jae Mo,3,안재모,0,20-Sep-79,37,,0,0,"탤런트,영화배우","안재모
탤런트, 영화배우",,,
Bae Seul Gi,1,배슬기,1,27-Sep-86,15,,0,1,"영화배우,가수","배슬기
Seul Ki Bae
영화배우, 가수",,,
Park Hyung Joon,1,박형준,0,31-Aug-70,4,,0,0,,,,,
Sean Richard,2,리차드,0,09-Jun-84,Notfound,,0,0,,,,,
Liv Hewson,2,,,,Notfound,,0,0,다른어학정보16,"영어사전
다른 어학정보16",,,
Justin Chon,2,전지태,0,29-May-81,Notfound,,0,0,동영상이정보가표시된이유,동영상이 정보가 표시된 이유,,,
Henry Lau,1,김헨리,0,22-Sep-88,Notfound,,0,0,영화배우,"김헨리
영화배우",,,
Brett Gray,1,,,,Notfound,,0,0,,,,,
Im Na Young,1,임나영,1,18-Dec-95,13,,0,1,"가수,탤런트","임나영
가수, 탤런트",,,
Kwon Hyun Bin,2,권현빈,0,04-Mar-97,18,,0,1,"비니,탤런트,가수","권현빈
비니, VIINI
탤런트, 가수",,,
Lee Jung Sic,1,이정식,0,06-Jul-95,Notfound,,0,0,,,,,
Jang Dong Joo,1,장동주,0,25-Oct-94,10,,0,0,"탤런트,영화배우","장동주
탤런트, 영화배우",,,
Choi Hye Jin,1,최혜진,1,22-Oct-93,Notfound,,0,0,,,,,
