eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,child_actor
Choi Moo Sung,2,최무성,0.0,1986-12-07,19,,,,
Park Geon Il,1,박건일,0.0,1986-12-07,16,,,,
Hong Bi Ra,1,홍비라,1.0,1986-12-07,5,,,,
Lee Hyun Yi,1,이현이,1.0,1986-12-07,33,,,,
Son Se Bin,1,손세빈,1.0,1986-12-07,9,,,,
Kim Jung Young,1,김정영,1.0,1986-12-07,19,,,,
Im Hwa Young,1,임화영,1.0,1986-12-07,14,,,,
Shin So Yool,2,신소율,1.0,1986-12-07,29,,,,
Bae Soo Bin,4,배수빈,0.0,1986-12-07,23,,,,
Song Jong Ho,2,송종호,0.0,1986-12-07,27,,,,
Kim Min Joon,1,김민준,0.0,1986-12-07,28,,,,
Hwang Jung Eum,6,황정음,1.0,1986-12-07,25,,,,
Jo Woo Ri,2,조우리,1.0,1986-12-07,14,,,,
Lee Elijah,8,이엘리야,1.0,1986-12-07,12,,,,
Ahn Nae Sang,2,안내상,0.0,1986-12-07,94,,,,
Yoo Da In,2,유다인,1.0,1986-12-07,14,,,,
Shim Yi Young,4,심이영,1.0,1986-12-07,31,,,,
Choi Sung Jae,3,최성재,0.0,1986-12-07,10,,,,
Jin Ye Sol,2,진예솔,1.0,1986-12-07,17,,,,
Won Ki Joon,1,원기준,0.0,1986-12-07,23,,,,
Kim Do Yeon,1,김도연,1.0,1986-12-07,10,,0.0,1.0,0.0
Kim Min Kyu,1,김민규,0.0,1986-12-07,18,,,,
Do Sang Woo,3,도상우,0.0,1986-12-07,15,,,,
Bae Noo Ri,2,배누리,1.0,1986-12-07,23,,,,
Shin Jae Ha,3,신재하,0.0,1986-12-07,19,,,,
Won Mi Kyung,1,원미경,1.0,1986-12-07,22,,,,
Kang Ji Young,1,강지영,1.0,1986-12-07,Notfound,,,,
Yoon Gyung Ho,1,윤경호,0.0,1986-12-07,22,,,,
Han Gi Chan,1,한기찬,0.0,1986-12-07,5,,,,
Kim Eung Soo,2,김응수,0.0,1986-12-07,59,,,,
Park Shi Hoo,5,박시후,0.0,1986-12-07,16,,,,
Sung Hyuk,2,홍성혁,0.0,1986-12-07,14,,,,
Tae In Ho,1,태인호,0.0,1986-12-07,20,,,,
Park Ye Jin,1,박예진,1.0,1986-12-07,21,,,,
Jung So Ri,1,정소리,1.0,1986-12-07,2,,,,
Park Joon Mok,1,박준목,0.0,1986-12-07,Notfound,,,,
Kim Young,1,"김영
",0.0,1986-12-07,Notfound,,,,
Moon Bo Ryung,2,문보령,1.0,1986-12-07,12,,,,
Hyun Jyu Ni,1,현쥬니,1.0,1986-12-07,12,,,,
Lee Jae Hwang,3,이재황,0.0,1986-12-07,18,,,,
Kim Hyung Beom,1,김형범,0.0,1986-12-07,41,,,,
Kim Dong Hee,1,김동희,0.0,1986-12-07,5,,,,
Yoo In Young,5,유인영,1.0,1986-12-07,28,,,,
Jin Se Yeon,6,진세연,1.0,1986-12-07,18,,,,
Lee Jung Jin,2,이정진,0.0,1986-12-07,28,,,,
Jung Eun Chae,2,정은채,1.0,1986-12-07,12,,,,
Lee Min Ho,2,이민호,0.0,1986-12-07,16,,,,
Lee Shin Young,1,이신영,0.0,1986-12-07,10,,,,
Kim So Hye,3,김소혜,1.0,1986-12-07,18,,,,
Park Young Rin,2,박영린,1.0,1986-12-07,22,,,,
Go Se Won,3,고세원,0.0,1986-12-07,33,,,,
Kang Tae Sung,2,강성민,0.0,1986-12-07,26,,,,
Lee Chang Wook,4,이창욱,0.0,1986-12-07,13,,,,
Park Sun Ho,5,박선호,0.0,1986-12-07,12,,,,
Jo Dong Hyuk,2,조동혁,0.0,1986-12-07,29,,,,
Jung Hye In,2,정혜인,1.0,1986-12-07,9,,,,
Kim Min Sang,1,김민상,0.0,1986-12-07,27,,,,
Ryu Deok Hwan,4,류덕환,0.0,1986-12-07,16,,,,
Ahn Ji Ho,1,안지호,0.0,1986-12-07,5,,,,
Seo Woo Jin,1,서우진,0.0,1986-12-07,Notfound,,,,
Jo Min Soo,1,조민수,1.0,1986-12-07,31,,,,
Park Seo Joon,6,박서준,0.0,1986-12-07,20,,,,
Jung Yeon Joo,1,정연주,1.0,1986-12-07,Notfound,,,,
Noh Kwang Shik,1,노광식,0.0,1986-12-07,1,,,,
Suho,3,"수호
",0.0,1986-12-07,Notfound,,,,
Shim Eun Kyung,1,심은경,1.0,1986-12-07,20,,,,
Lee Tae Hwan,3,이태환,0.0,1986-12-07,19,,,,
One,1,정제원,0.0,1986-12-07,6,,,,
Lee Chang Hoon,1,이창훈,0.0,1986-12-07,Notfound,,,,
Lee Sang Hee,2,이상희,1.0,1986-12-07,Notfound,,,,
Jeon Sung Woo,1,전성우,0.0,1986-12-07,10,,,,
Lee Si Eon,2,이시언,0.0,1986-12-07,35,,,,
Hyun Bin,3,"현빈
",0.0,1986-12-07,12,2003.0,,0.0,0.0
Min Jin Woong,1,민진웅,0.0,1986-12-07,10,,,,
Kim Seul Gi,4,김슬기,1.0,1986-12-07,27,,,,
Ahn Jae Hyun,5,안재현,0.0,1986-12-07,24,,,,
Gu Won,2,"구원
",0.0,1986-12-07,Notfound,,,,
Heo Jung Min,2,허정민,0.0,1986-12-07,33,,,,
Chae Seo Jin,3,채서진,1.0,1986-12-07,6,2006.0,,0.0,0.0
Kim Soo An,1,김수안,1.0,1986-12-07,4,,,,
Jo A Young,1,조아영,1.0,1986-12-07,Notfound,,,,
Jung Shin Hye,1,정신혜,1.0,1986-12-07,12,,,,
Kim Hyung Suk,1,김형석,0.0,1986-12-07,Notfound,,,,
Kim Heung Soo,1,김흥수,0.0,1986-12-07,16,,,,
Oh Chae Yi,1,오채이,1.0,1986-12-07,1,,,,
Lee Hae Woo,2,이해우,0.0,1986-12-07,6,,,,
Oh Ji Ho,6,오지호,0.0,1986-12-07,35,,,,
Youn Yuh Jung,2,윤여정,1.0,1986-12-07,71,,,,
Song Won Seok,4,송원석,0.0,1986-12-07,Notfound,,,,
Moon Geun Young,2,문근영,1.0,1986-12-07,Notfound,,,,
Kim Kwon,2,"김권
",0.0,1986-12-07,Notfound,,,,
Yang Se Jong,4,양세종,0.0,1986-12-07,8,,,,
Lee Na Eun,2,이나은,1.0,1986-12-07,10,,,,
Jo Yoon Hee,3,조윤희,1.0,1986-12-07,26,,,,
Jang Hyun Sung,2,장현성,0.0,1986-12-07,57,,,,
Choi Gwi Hwa,2,최귀화,0.0,1986-12-07,16,,,,
Kim Tae Hoon,4,김태훈,0.0,1986-12-07,Notfound,,,,
Jang Mi Hee,3,장미희,1.0,1986-12-07,21,,,,
Park Hee Bon,2,박희본,1.0,1986-12-07,27,,,,
Gong Hyo Jin,3,공효진,1.0,1986-12-07,15,,,,
Jang Dong Gun,4,장동건,0.0,1986-12-07,18,,,,
Bae Jong Ok,4,배종옥,1.0,1986-12-07,60,,,,
Kang Dae Hyun,1,강대현,0.0,1986-12-07,Notfound,,,,
Kim Da Ye,1,김다예,1.0,1986-12-07,Notfound,,,,
Lee Ho Won,3,이호원,0.0,1986-12-07,11,,,,
Ahn Jae Hong,2,안재홍,0.0,1986-12-07,10,,,,
Lee Seol,2,"이설
",1.0,1986-12-07,9,2016.0,,0.0,0.0
Hong Ji Yoon,2,홍지윤,1.0,1986-12-07,10,,,,
Jung Young Joo,1,정영주,1.0,1986-12-07,19,,,,
Han Ji Hye,2,한지혜,1.0,1986-12-07,21,,,,
Oh Ji Eun,3,오지은,1.0,1986-12-07,15,,,,
Choi Kyu Jin,1,최규진,0.0,1986-12-07,Notfound,,,,
Lee Ki Woo,5,이기우,0.0,1986-12-07,30,2002.0,,0.0,0.0
Park Shi Eun,2,박시은,1.0,1986-12-07,Notfound,,,,
Kim Ho Jin,1,김호진,0.0,1986-12-07,37,,,,
Seo Hye Jin,1,서혜진,1.0,1986-12-07,Notfound,,,,
Kang Suk Jung,1,강석정,0.0,1986-12-07,11,,,,
IU,4,이지은,1.0,1986-12-07,Notfound,,,,
Do Won,3,도원,0.0,1986-12-07,8,2017.0,0.0,0.0,
New Sun,1,뉴썬,1.0,1986-12-07,Notfound,,,,
Kim Ye Ji,1,김예지,1.0,1986-12-07,Notfound,,,,
Ki Tae Hwa,1,기태화,0.0,1986-12-07,Notfound,,,,
Jang Moon Bok,1,장문복,0.0,1986-12-07,2,,,,
Han Bo Reum,2,한보름,1.0,1986-12-07,30,,,,
Kang Ji Hwan,4,강지환,0.0,1986-12-07,18,,,,
Seo Ji Suk,3,서지석,0.0,1986-12-07,23,,,,
Ha Shi Eun,1,하시은,1.0,1986-12-07,13,,,,
Ha Jae Sook,1,하재숙,1.0,1986-12-07,23,,,,
Oh Man Suk,2,오만석,0.0,1986-12-07,29,,,,
Jung Yoo Mi,5,정유미,1.0,1986-12-07,12,,,,
Noh Min Woo,2,노민우,0.0,1986-12-07,19,,,,
Kam Woo Sung,2,감우성,0.0,1986-12-07,18,,,,
Kim Joon Han,2,김준한,0.0,1986-12-07,6,,,,
Kim Hye Sun,1,김혜선,1.0,1986-12-07,Notfound,,,,
Shin Da Eun,3,신다은,1.0,1986-12-07,21,,,,
Ahn Yun Hong,1,안연홍,1.0,1986-12-07,32,,,,
Son Woo Hyeok,1,손우혁,0.0,1986-12-07,7,,,,
Choi Moon Hee,1,최문희,1.0,1986-12-07,Notfound,,,,
Park Soo Young,1,박수영,1.0,1986-12-07,Notfound,,,,
Jung Sung Ho,1,정성호,0.0,1986-12-07,Notfound,,,,
Hong Seo Young,2,홍서영,1.0,1986-12-07,6,,,,
Choi Sung Won,1,최성원,0.0,1986-12-07,12,,,,
Kim Jae Kyung,2,김재경,1.0,1986-12-07,22,,,,
Han Soo Yeon,2,한수연,1.0,1986-12-07,18,,,,
Kim Dong Wan,1,김동완,0.0,1986-12-07,17,,,,
Kim Hwan Hee,1,김환희,1.0,1986-12-07,Notfound,,,,
Na Jae Min,1,나재민,0.0,1986-12-07,Notfound,,,,
Kim Ji In,1,김지인,1.0,1986-12-07,10,,,,
Kim Yoo Jin,1,김유진,1.0,1986-12-07,Notfound,,,,
Kim Tae Woo,3,김태우,0.0,1986-12-07,Notfound,,,,
Kim Sang Joong,2,김상중,0.0,1986-12-07,43,,,,
Chae Shi Ra,3,채시라,1.0,1986-12-07,34,,,,
Yoo Dong Geun,2,유동근,0.0,1986-12-07,43,,,,
Ki Tae Young,1,기태영,0.0,1986-12-07,26,,,,
Kim Ha Kyung,1,김하경,1.0,1986-12-07,4,,,,
Nam Ki Ae,1,남기애,1.0,1986-12-07,26,,,,
Joo Jin Mo,4,주진모,0.0,1986-12-07,14,,,,
Han Ye Seul,3,한예슬,1.0,1986-12-07,16,,,,
Kim Hee Won,2,김희원,1.0,1986-12-07,26,,,,
Song Sae Byuk,1,송새벽,0.0,1986-12-07,2,,,,
Go Joon Hee,3,고준희,1.0,1986-12-07,19,,,,
Ryu Soo Young,4,류수영,0.0,1986-12-07,38,,,,
Park Han Byul,3,박한별,1.0,1986-12-07,17,,,,
Choi Woong,1,"최웅
",0.0,1986-12-07,Notfound,,,,
Jung Hye Sung,6,정혜성,1.0,1986-12-07,19,,,,
Lee Hong Ki,2,이홍기,0.0,1986-12-07,36,,,,
Moon Soo Bin,1,문수빈,1.0,1986-12-07,Notfound,,,,
Kim Hye Ja,3,김혜자,1.0,1986-12-07,33,,,,
Lee Seung Joon,4,이승준,0.0,1986-12-07,36,,,,
Kim Hyun Sook,4,김현숙,1.0,1986-12-07,Notfound,,,,
Lee Na Young,1,이나영,1.0,1986-12-07,9,,,,
Ryu Seung Ryong,1,류승룡,0.0,1986-12-07,10,,,,
Choi Byung Mo,1,최병모,0.0,1986-12-07,22,,,,
Mina,1,"민아
",1.0,1986-12-07,Notfound,,,,
Jae Hee,2,"재희
",0.0,1986-12-07,Notfound,,,,
Jo An,2,"조안
",1.0,1986-12-07,Notfound,,,,
Kim Hyung Min,1,김형민,0.0,1986-12-07,Notfound,,,,
Park Shin Yang,2,박신양,0.0,1986-12-07,13,,,,
Kim Jin Woo,2,김진우,0.0,1986-12-07,25,2006.0,1.0,0.0,
Ha Yun Joo,4,하연주,1.0,1986-12-07,20,,,,
Jin Tae Hyun,1,진태현,0.0,1986-12-07,24,,,,
Joo Woo Jae,1,주우재,0.0,1986-12-07,42,,,,
Lee Joo Seung,1,이주승,0.0,1986-12-07,22,,,,
Lee Sung Jong,1,이성종,0.0,1986-12-07,10,2010.0,,1.0,0.0
Jang Hee Ryung,2,장희령,1.0,1986-12-07,20,2014.0,,0.0,0.0
Bae Woo Hee,1,배우희,1.0,1986-12-07,18,,,,
Kang Yul,1,강율,0.0,1986-12-07,Notfound,,,,
Lee Min Hyuk,3,이민혁,0.0,1986-12-07,Notfound,,,,
Baek Seo Yi,1,백서이,1.0,1986-12-07,7,,,,
Kwon Young Min,1,권영민,0.0,1986-12-07,Notfound,,,,
Kim Gun Woo,1,김건우,0.0,1986-12-07,8,2017.0,,0.0,0.0
Kim Min Young,1,김민영,1.0,1986-12-07,13,2009.0,,0.0,0.0
Yong Jun Hyung,1,용준형,0.0,1986-12-07,9,2009.0,,1.0,0.0
Bang Eun Hee,1,방은희,1.0,1986-12-07,55,,,,
Seo Do Young,5,서도영,0.0,1986-12-07,16,,,,
Im Yoon Ho,1,임윤호,0.0,1986-12-07,6,,,,
Hwang Bo Mi,1,황보미,1.0,1986-12-07,Notfound,,,,
Lee Chun Hee,1,이천희,0.0,1986-12-07,32,,,,
Lee Tae Ran,2,이태란,1.0,1986-12-07,25,,,,
Shin Eun Kyung,2,신은경,1.0,1986-12-07,28,,,,
Yoon Joo Hee,2,윤주희,1.0,1986-12-07,34,,,,
Baek Jin Hee,5,백진희,1.0,1986-12-07,18,,,,
Kim Jong Hoon,1,김종훈,0.0,1986-12-07,Notfound,,,,
Chun Jung Myung,3,천정명,0.0,1986-12-07,18,,,,
Yoon Eun Hye,1,윤은혜,1.0,1986-12-07,13,,,,
In Gyo Jin,1,인교진,0.0,1986-12-07,39,,,,
Kim Hyun Joong,1,김현중,0.0,1986-12-07,9,,,,
So Yoo Jin,2,소유진,1.0,1986-12-07,38,,,,
Kim Hyun Joon,1,김현준,0.0,1986-12-07,Notfound,,,,
Choi Kwang Je,1,최광제,0.0,1986-12-07,10,,,,
Kim Yoon Jin,1,김윤진,1.0,1986-12-07,Notfound,,,,
Seungri,1,"승리
",0.0,1986-12-07,Notfound,,,,
Son Yeo Eun,1,손여은,1.0,1986-12-07,17,,,,
Kim Won Hae,1,김원해,0.0,1986-12-07,47,,,,
Uhm Ki Joon,3,엄기준,0.0,1986-12-07,25,,,,
Im Se Mi,3,임세미,1.0,1986-12-07,24,,,,
Yoo Sun Ho,1,유선호,0.0,1986-12-07,22,,,,
Kim Nam Joo,2,김남주,1.0,1986-12-07,15,,,,
Ahn Hyung Sub,1,안형섭,0.0,1986-12-07,Notfound,,,,
Na Hye Mi,1,나혜미,1.0,1986-12-07,7,,,,
Choi Soo Jong,1,최수종,0.0,1986-12-07,54,,,,
Yoon Jin Yi,1,윤진이,1.0,1986-12-07,8,,,,
Jung Eun Woo,2,정은우,0.0,1986-12-07,15,,,,
Shin Dong Yup,1,신동엽,0.0,1986-12-07,133,,,,
Ha Hee Ra,3,하희라,1.0,1986-12-07,39,,,,
Ahn Sun Young,1,안선영,1.0,1986-12-07,43,,,,
Go Eun Mi,1,고은미,1.0,1986-12-07,17,,,,
Song Chang Eui,3,송창의,0.0,1986-12-07,20,,,,
Ji Min Hyuk,1,지민혁,0.0,1986-12-07,9,,,,
Ahn Seo Hyun,1,안서현,1.0,1986-12-07,20,,,,
Samuel,1,서사무,0.0,1986-12-07,Notfound,,,,
Lee Gi Kwang,3,이기광,0.0,1986-12-07,36,,,,
Yoon So Hee,4,윤소희,1.0,1986-12-07,26,,,,
Kim Young Ok,1,김영옥,1.0,1986-12-07,104,,,,
Hong Bin,2,"홍빈
",0.0,1986-12-07,Notfound,,,,
Go Soo Hee,1,고수희,1.0,1986-12-07,16,,,,
Hong Soo Ah,1,홍수아,1.0,1986-12-07,20,,,,
Lee Young Ah,1,이영아,1.0,1986-12-07,18,,,,
Nam Sang Mi,2,남상미,1.0,1986-12-07,19,,,,
Jo Hyun Jae,2,조현재,0.0,1986-12-07,17,,,,
Byun Yo Han,3,변요한,0.0,1986-12-07,4,,,,
Jeon Soo Jin,1,전수진,1.0,1986-12-07,Notfound,,,,
Lee Joong Moon,1,이중문,0.0,1986-12-07,12,,,,
Seo Hae Won,1,서해원,1.0,1986-12-07,3,,,,
Bu Bae,1,김경남,0.0,1986-12-07,12,,,,
Kim Hyun Mok,1,김현목,0.0,1986-12-07,25,,,,
Choi Woo Jung,1,최우정,1.0,1986-12-07,6,,,,
Park Hwan Hee,1,박환희,1.0,1986-12-07,8,,,,
Yoo Oh Sung,3,유오성,0.0,1986-12-07,21,,,,
Woo Hee Jin,3,우희진,1.0,1986-12-07,34,,,,
Lee In Hye,1,이인혜,1.0,1986-12-07,28,,,,
Alex,1,"김영
",0.0,1986-12-07,Notfound,,,,
Park Joon Hyuk,1,박준혁,0.0,1986-12-07,26,,,,
Ha Yeon Soo,2,하연수,1.0,1986-12-07,Notfound,,,,
Jin Joo Hyung,1,진주형,0.0,1986-12-07,7,,,,
Han Ga In,1,한가인,1.0,1986-12-07,14,,,,
Gu Jae Yi,1,구재이,1.0,1986-12-07,15,,,,
Jang Geun Suk,2,장근석,0.0,1986-12-07,23,,,,
Lee Yoo Bi,3,이유비,1.0,1986-12-07,13,,,,
Lee Da Hae,1,이다해,1.0,1986-12-07,19,,,,
Shim Hee Sub,2,심희섭,0.0,1986-12-07,6,,,,
Park Shi Yeon,2,박시연,1.0,1986-12-07,18,,,,
Son Seung Won,2,손승원,0.0,1986-12-07,Notfound,,,,
Jo Jae Hyun,3,조재현,0.0,1986-12-07,25,,,,
Heo Yool,1,"허율
",1.0,1986-12-07,Notfound,,,,
Gong Yoo Rim,1,공유림,1.0,1986-12-07,6,,,,
No Seong Su,1,노성수,0.0,1986-12-07,1,,,,
Ahn Shi Eun,1,안시은,1.0,1986-12-07,3,,,,
Choi Hee Jin,1,최희진,1.0,1986-12-07,6,,,,
Lee Ho Jung,1,이호정,1.0,1986-12-07,6,,,,
Brian Joo,1,주학년,0.0,1986-12-07,1,,,,
Park Joong Hoon,1,박중훈,0.0,1986-12-07,5,,,,
Park Young Gyu,2,박영규,0.0,1986-12-07,49,,,,
Park Hae Mi,1,박해미,1.0,1986-12-07,37,,,,
Kwon Oh Jung,1,권오중,0.0,1986-12-07,44,,,,
Han Young,1,한지영,1.0,1986-12-07,Notfound,,,,
Oh Dae Gyu,2,오대규,0.0,1986-12-07,33,,,,
Kang Seo Joon,1,김준형,0.0,1986-12-07,Notfound,,,,
Ban So Young,1,반소영,1.0,1986-12-07,5,,,,
Kang Hye Jung,1,강혜정,1.0,1986-12-07,8,,,,
Go Na Yeon,1,고나연,1.0,1986-12-07,4,,,,
Lee Su Hyun,1,이수현,1.0,1986-12-07,14,,,,
Kim Hee Jung,1,김희정,1.0,1986-12-07,Notfound,,,,
Kim Min Kyo,1,김민교,0.0,1986-12-07,Notfound,,,,
Kwon Young Deuk,1,권영득,0.0,1986-12-07,Notfound,,,,
Dong Ha,1,"동하
",0.0,1986-12-07,Notfound,,,,
Na Hae Ryung,3,나해령,1.0,1986-12-07,13,,,,
Lee Sung Yeol,1,이성열,0.0,1986-12-07,Notfound,,,,
Lee Dong Ha,2,이동하,0.0,1986-12-07,15,,,,
Han Hye Rin,2,한혜린,1.0,1986-12-07,9,,,,
Lee Soon Jae,2,이순재,0.0,1986-12-07,98,,,,
Lee Seo Won,3,이서원,0.0,1986-12-07,5,,,,
Do Ji Won,2,도지원,1.0,1986-12-07,31,,,,
Park Sung Woo,1,박성우,0.0,1986-12-07,Notfound,,,,
Cha Jung Won,1,차정원,1.0,1986-12-07,12,,,,
Baek Seung Hwan,1,백승환,0.0,1986-12-07,Notfound,,,,
Jo Jae Yoon,1,조재윤,0.0,1986-12-07,50,,,,
Kim Hye Sung,1,김혜성,0.0,1986-12-07,Notfound,,,,
Ahn Se Ha,1,안세하,0.0,1986-12-07,24,,,,
Ryu Hyun Kyung,2,류현경,1.0,1986-12-07,24,,,,
Kim Jin Kyung,1,김진경,1.0,1986-12-07,11,,,,
Kai,1,"카이
",0.0,1986-12-07,Notfound,,,,
Lee Ye Hyun,1,이예현,1.0,1986-12-07,3,,,,
Baek Chul Min,1,백철민,0.0,1986-12-07,8,,,,
Kang Se Jung,1,강세정,1.0,1986-12-07,16,,,,
Park Jung Ah,1,박정아,1.0,1986-12-07,23,,,,
Kim Da Hyun,1,김다현,1.0,1986-12-07,Notfound,,,,
Yang Dong Geun,1,양동근,0.0,1986-12-07,43,,,,
Choi Jung Won,3,최정원,1.0,1986-12-07,Notfound,,,,
Min Do Hee,1,"도희
",1.0,1986-12-07,Notfound,,,,
Seo Young Joo,2,서영주,0.0,1986-12-07,11,,,,
Yang Byeong Yeol,1,양병열,0.0,1986-12-07,7,,,,
Ryu Seung Soo,3,류승수,0.0,1986-12-07,39,,,,
Nichkhun,1,메이슨,0.0,1986-12-07,Notfound,,,,
Ohn Joo Wan,3,온주완,0.0,1986-12-07,20,,,,
Shim Hyung Tak,4,심형탁,0.0,1986-12-07,39,,,,
Seo Hyo Rim,2,서효림,1.0,1986-12-07,24,,,,
Ji Woo,2,"지우
",1.0,1986-12-07,Notfound,,,,
Choi A Ra,1,최아라,1.0,1986-12-07,1,,,,
Kwak Hee Sung,2,곽희성,0.0,1986-12-07,12,,,,
Yoon Da Young,1,윤다영,1.0,1986-12-07,7,,,,
Hong Ah Reum,2,홍아름,1.0,1986-12-07,16,,,,
Kang Da Bin,1,강다빈,0.0,1986-12-07,4,,,,
Kim Jae Joong,2,김재중,0.0,1986-12-07,16,,,,
Joo Eo Jin,1,주어진,0.0,1986-12-07,3,,,,
Go Yoon,1,"고윤
",0.0,1986-12-07,Notfound,,,,
Moon Sung Geun,1,문성근,0.0,1986-12-07,16,,,,
Han Joo Wan,2,한주완,0.0,1986-12-07,10,,,,
Kim Byung Chun,1,김병춘,0.0,1986-12-07,32,,,,
Lee Tae Im,2,이태임,1.0,1986-12-07,Notfound,,,,
Lee Jae Woo,1,이재우,0.0,1986-12-07,15,,,,
Yoo Geon,1,"유건
",0.0,1986-12-07,Notfound,,,,
Kang Kyung Joon,2,강경준,0.0,1986-12-07,19,,,,
Cha Do Jin,3,차도진,0.0,1986-12-07,11,,,,
Do Ji Han,1,도지한,0.0,1986-12-07,10,,,,
Nam Bo Ra,2,남보라,1.0,1986-12-07,27,,,,
Key,1,"키
A",0.0,1986-12-07,Notfound,,,,
Song Sun Mi,1,송선미,1.0,1986-12-07,35,,,,
Kang Sung Yun,2,강성연,1.0,1986-12-07,32,,,,
Lee Pil Mo,2,이필모,0.0,1986-12-07,24,,,,
Park Chul Min,1,박철민,0.0,1986-12-07,57,,,,
Kim So Ri,1,김소리,1.0,1986-12-07,4,,,,
Heo Young Joo,1,허영주,1.0,1986-12-07,2,,,,
Lee Ye Eun,1,이예은,1.0,1986-12-07,4,,,,
Lee Su Ji,1,이수지,1.0,1986-12-07,Notfound,,,,
Teramoto Yukika,1,,,1986-12-07,Notfound,,,,
Gu Bon Seung,1,구본승,0.0,1986-12-07,20,,,,
Choi Yoon So,1,최윤소,1.0,1986-12-07,22,,,,
Jung Da Sol,1,정다솔,1.0,1986-12-07,Notfound,,,,
Jo Yoon Woo,1,조윤우,0.0,1986-12-07,13,,,,
Lee Hyun Jae,1,이현재,0.0,1986-12-07,Notfound,,,,
Lee Hyun Woo,2,이현우,0.0,1986-12-07,23,,,,
Gu Hye Seon,2,구혜선,1.0,1986-12-07,13,,,,
Jung Gyu Woon,2,정겨운,0.0,1986-12-07,29,,,,
Kim Joo Young,1,김주영,0.0,1986-12-07,Notfound,,,,
Cho Hye Jin,1,조혜진,1.0,1986-12-07,8,,,,
Go So Young,1,고소영,1.0,1986-12-07,13,,,,
Park Hyuk Kwon,1,박혁권,0.0,1986-12-07,33,,,,
Kim Ji Min,1,김지민,1.0,1986-12-07,60,,,,
Kim Min Seo,1,김민서,1.0,1986-12-07,7,,,,
Na Ya,1,"나야
",1.0,1986-12-07,Notfound,,,,
Heo Young Ran,1,허영란,1.0,1986-12-07,20,,,,
Lee In,1,"이인
",0.0,1986-12-07,Notfound,,,,
Kim Hyun Soo,1,김현수,1.0,1986-12-07,Notfound,,,,
Yoon Seung Ah,1,윤승아,1.0,1986-12-07,11,,,,
Wang Ji Hye,2,왕지혜,1.0,1986-12-07,17,,,,
Kim Min Soo,3,김민수,0.0,1986-12-07,Notfound,,,,
Lee Young Eun,1,이영은,1.0,1986-12-07,Notfound,,,,
Lee Yoon Ji,2,이윤지,1.0,1986-12-07,32,,,,
Jo Yeon Ho,1,조연호,0.0,1986-12-07,2,,,,
Lee Ha Yul,2,이하율,0.0,1986-12-07,16,,,,
Heo Jung Eun,1,허정은,1.0,1986-12-07,14,,,,
Lee Jae Yoon,3,이재윤,0.0,1986-12-07,31,,,,
Jin Yi Han,2,진이한,0.0,1986-12-07,18,,,,
Son Ga Young,1,손가영,1.0,1986-12-07,9,,,,
Jo Jin Woong,2,조진웅,0.0,1986-12-07,7,,,,
Sun Woo Jae Duk,1,선우재,0.0,1986-12-07,Notfound,,,,
Kwon Hyun Sang,1,권현상,0.0,1986-12-07,Notfound,,,,
Kwon BoA,1,권보아,1.0,1986-12-07,15,,,,
Choi Tae Hwan,1,최태환,0.0,1986-12-07,20,,,,
Shin Suk Chul,1,신석철,0.0,1986-12-07,Notfound,,,,
Kang So Yeon,1,강,1.0,1986-12-07,Notfound,,,,
Choi Ji Woo,2,최지우,1.0,1986-12-07,24,,,,
Kim Sun Woong,1,김선웅,0.0,1986-12-07,1,,,,
Yoon Ah Jung,1,윤아정,1.0,1986-12-07,13,,,,
Kim Hye Ji,1,김혜지,1.0,1986-12-07,Notfound,,,,
Lee Min Woo,1,이민우,0.0,1986-12-07,Notfound,,,,
Noh Young Hak,1,노영학,0.0,1986-12-07,27,,,,
Cha In Pyo,1,차인표,0.0,1986-12-07,34,,,,
Choi Min,2,"최민
",0.0,1986-12-07,Notfound,,,,
Jung Heon,1,김정헌,0.0,1986-12-07,11,,,,
Kim Yun Seo,1,김윤서,1.0,1986-12-07,21,,,,
Uhm Tae Woong,1,엄태웅,0.0,1986-12-07,18,,,,
Lee Hoon,1,"이훈
",0.0,1986-12-07,Notfound,,,,
Ma Dong Seok,1,예정화,1.0,1986-12-07,5,,,,
Heo Yi Jae,1,허이재,1.0,1986-12-07,5,,,,
Kim Seo Ra,1,김서라,1.0,1986-12-07,43,,,,
Nam Tae Hyun,2,남태현,0.0,1986-12-07,6,,,1.0,
Kim Soo Yeon,1,김수연,1.0,1986-12-07,9,,,,
Park Min Ji,1,박민지,1.0,1986-12-07,Notfound,,,,
Go Woo Ri,1,고우리,1.0,1986-12-07,22,,,1.0,
Kim Jeong Hoon,1,김정훈,0.0,1986-12-07,19,,,1.0,
Na Moon Hee,1,나문희,1.0,1986-12-07,72,,,,
Hyun Woo Sung,1,현우성,0.0,1986-12-07,14,,,,
Sung Yoo Ri,1,성유리,1.0,1986-12-07,18,,,,
Kim Min Jong,2,김민종,0.0,1986-12-07,29,,,,
Shin Rin Ah,1,신린아,1.0,1986-12-07,9,,,,
Jung Yi Yeon,2,정이연,1.0,1986-12-07,10,,,,
Ji Eun Sung,1,지은성,0.0,1986-12-07,1,,,,
Kim In Kwon,1,김인권,0.0,1986-12-07,25,,,,
Kim Soo Ro,1,김수로,0.0,1986-12-07,31,,,,
Kang Boo Ja,1,강부자,1.0,1986-12-07,65,,,,
