Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
1341,TV Novel: In Still Green Days,KBS2,"['Jun Chang Geun', 'Uh Soo Sun']",['Kim Ji Soo'],2015-03-02,2015-08-28,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,129,16.0,A drama depicting coming-of-age story of a woman during the turbulent time in the seventies. ,"['Song  Ha Yoon', 'Jung Yi Yeon', 'Lee Hae Woo', 'Kim Min Soo']",TV소설 그래도 푸르른 날에
1342,Unkind Women,KBS2,"['Han Sang Woo', 'Yoo Hyun Ki']",['Kim In Young'],2015-02-25,2015-05-14,"Wednesday, Thursday",2015,24,175.0,"The drama is about four women spanning three generations in one household, who share the same hot-blooded temperament.Thirty years ago, when her husband passed away in an accident, Kang Sunok raised her teenage daughters alone. She became famous for her cooking classes with the help of a talented young disciple named Park Eunsil. The oldest daughter, Hyeonjeong, eventually became a well-known news presenter. She has worked hard and never married, but as the story starts, changes are about to come as her boss favours younger women. Sunoks second daughter, Hyunsuk, cared more about pop music than about schoolwork, and stirred up intense dislike within her teacher. She got expelled from school due to a series of events, got married and had a daughter, Jeong Mari, at a young age. She made her child’s success her life’s priority and Mari studied hard to get her PhD in Korean literature before the age of 30.As the drama starts, Hyunsuk is desperate to make more money to help her family, but things don’t go well. She happens to befriend a wealthy woman, Jang Moran, who becomes deeply involved with the family. Moran is elegant and rich, but she has kept a secret for 30 years – but can, or should, secrets be kept forever? Jang Moran isn’t the only woman to enter the struggling family’s life. Na Hyeonae, winner of the Teacher of the Year award and a doting mother, and none other than the person who ruined Hyunsuk’s life, shows up. Hyunsuk makes a promise to herself to force an apology out of this woman – a mission that turns out not to be so easy. In the meantime, Hyunsuk’s estranged husband does his best to quietly help, while three men with the same family name, Lee, also become important parts of the women’s lives.","['Lee  Ha Na', 'Do Ji Won', 'Chae Shi Ra', 'Kim Hye Ja']",착하지 않은 여자들
1343,Heard It Through the Grapevine,SBS,['Ahn Pan Seok'],['Jung Sung Joo'],2015-02-23,2015-06-02,"Monday, Tuesday",2015,30,120.0,"Han Jeong Ho and Choi Yeon Hee are a wealthy couple from a prestigious family. Their reputation is suddenly turned upside down when their teenage son, Han In Sang, impregnates his girlfriend, Seo Bom, who is from an ordinary family. Bom is determined to endure being isolated from her own family and humiliation from her in-laws for the sake of her child's future, while In Sang struggles between his love for Bom and his family's high expectations.","['Yoo  Joon Sang', 'Lee Joon', 'Go Ah Sung', 'Yoo Ho Jung']",풍문으로 들었소
1344,House of Bluebird,KBS2,['Ji Byung Hyun'],"['Choi Hyun Kyung', 'Park Pil Joo']",2015-02-21,2015-08-09,"Saturday, Sunday",2015,50,72.0,"A drama that tells the story of strong bond between the members of a family even though they are not blood-related. This drama also portrays the hope of parents toward their children’s success and how difficult for fresh university graduates to get respectable and well-paid jobs.Kim Ji Wan plays a reliable young man who brims with confidence. Meanwhile, Han Eun Soo plays a young woman with a bright personality. ","['Kyung Soo Jin', 'Chae Soo Bin', 'Lee Sang Yeob', 'Lee Joon Hyuk']",파랑새의 집
1345,Blood,KBS2,"['Lee Jae Hoon', 'Ki Min Soo']",['Park Jae Bum'],2015-02-16,2015-04-21,"Monday, Tuesday",2015,20,195.0,"Park Ji Sang is a doctor specializing in hepato-pancreato-biliary surgery in the best cancer research hospital in the country. He is also a vampire. Despite seeming cold and unfeeling, Ji Sang masks his soft heart and inner pain and yearns for closeness with people. He believes very strongly in the sanctity of human life and suppresses his thirst for blood to treat terminally ill patients and save lives.Among his colleagues is Yoo Ri Ta, a hotshot physician who entered medical school at the age of 17 and is also the niece of the chaebol group chairman who owns the hospital. Ri Ta is highly capable but snooty and prideful, yet Ji Sang finds himself falling for her. He also gets drawn into a conflict between good and evil as he encounters Lee Jae Wook, a two-faced hospital chief who gains everyone's trust with his gentle demeanor, but inwardly harbors a dangerous ambition for power and a talent for cruelty.(Source: Wikipedia)","['Ji Jin Hee', 'Ahn Jae Hyun', 'Gu Hye Seon']",블러드
1346,The Jingbirok: A Memoir of Imjin War,KBS1,"['Kim Sang Hwi', 'Kim Young Jo']",['Jung Hyung Soo'],2015-02-14,2015-08-02,"Saturday, Sunday",2015,50,60.0,"The drama will be a telling of historical events with the scholar as the central character. Ryu Seong Ryong was an official who served during King Seon Jo’s reign in the late 16th century. He was a brilliant Confucian scholar who was put in charge of military operations during the Imjin War, and greatly influenced Admiral Lee Soon Shin. The story starts before the Imjin War begins and will follow the characters all the way through the Battle of Noryang, and the death of Lee Soon Shin.","['Kim Tae Woo', 'Kim Sang Joong']",징비록
1347,Ho Goo's Love,tvN,['Pyo Min Soo'],['Yoon Nan Joong'],2015-02-09,2015-03-31,"Monday, Tuesday",2015,16,225.0,"Ho Goo has never dated in his life. He runs into his first love Do Hee. She is a member of the national swimming team and has a burning desire to win. She also talks like one of the guys. After Ho Goo meets Do Hee again, he becomes involved in a complicated romantic relationship and a dangerous friendship.~~ Adapted from the webtoon by Yoo Hyun Sook. ","['Lee Soo Kyung', 'Uee', 'Choi  Woo Shik', 'Im Seul Ong']",호구의 사랑
1348,Miss Mamma Mia,KBS1,['Kim Jong Chang'],['Park Sung Jin'],2015-01-28,2015-03-12,"Wednesday, Thursday",2015,12,300.0,"The drama’s about a young single mother raising a five-year-old daughter on her own, maintaining a positive attitude while working part-time jobs. ","['Han Go Eun', 'Kang  Byul', 'Seo Do Young', 'Shim Hyung Tak']",MISS 맘마미아
1349,"Hyde, Jekyll, Me",SBS,"['Jo Young Kwang', 'Park Shin Woo']",['Kim Ji Woon'],2015-01-21,2015-03-26,"Wednesday, Thursday",2015,20,180.0,"Gu Seo Jin is a third-generation chaebol who runs the theme park Wonder Land. He seemingly has everything — looks, brains, and fortune. But a traumatic incident in his childhood resulted in Seo Jin having a split personality — one is a cold, ruthless man, while the other is the polar opposite, someone kind and gentle. Because of this, he vows never to date or marry. Seo Jin wants to get rid of the circus show at Wonder Land due to low ticket sales and high overhead costs, but he butts heads with circus master Jang Ha Na. Ha Na insists on saving the failing circus and dreams of revamping it back to its former glory. She soon finds herself falling for both of Seo Jin's personalities. (Source: AsianWiki)~~ Adapted from the webtoon ""Dr. Jekyll is Mr. Hyde"" (지킬박사는 하이드씨!) by Lee Chung Ho (이충호).","['Sung Joon', 'Lee Hye Ri', 'Han Ji Min', 'Hyun Bin']","하이드 지킬, 나"
1350,Shine or Go Crazy,MBC,"['Song Hyung Suk', 'Yoon Ji Hoon']","['Kim Sun Mi', 'Kim Sun Young']",2015-01-19,2015-04-07,"Monday, Tuesday",2015,24,162.0,"Wang So, a Goryeo prince, was born with the name, “Shine.” Shin Yul is a woman hailing from the Balhae kingdom and believed to have the powers of an oracle. A prince who suffered vile remarks because of a cursed prophecy finds himself attracted to a former princess from a fallen kingdom who faces death because of her fate to become the light of another kingdom. Their love is at a point of either shining or flaming out.(Source: MBC)","['Jang Hyuk', 'Im Joo Hwan', 'Oh Yeon Seo', 'Na In Woo', 'Lee Ha Nee', 'Ryu Seung Soo']",빛나거나 미치거나
1351,My Heart Twinkle Twinkle,SBS,['Kim Yoo Jin'],['Jo Jung Seon'],2015-01-17,2015-04-12,"Saturday, Sunday",2015,26,162.0,"Soon Jin's father owns chicken restaurant Jinshim. She has two younger sisters: Soon Soo and Soon Jung. Since her mother died, Soon Jin has taken care of her father and her two younger sisters. She now also runs their chicken restaurant Jinshim. Soon Jin must worry about rival chicken restaurant, Woontak, run by a cold-blooded man.Soon Soo is the middle daughter. She has an attractive appearance and plays the piano well. Due to breaking up with her first love and her poor family background, she feels miserable.Soon Jung is the youngest daughter. She is proud of her father. She becomes involved with two men: Soon Cheol and Do Hoon.","['Jang Shin Young', 'Bae Soo Bin', 'Lee Tae Im', 'Nam Bo Ra']",내 마음 반짝반짝
1352,Spy,KBS2,['Park Hyun Suk'],"['Han Sang Woon', 'Lee Kang']",2015-01-09,2015-03-06,Friday,2015,16,188.0,"Hye Rim is a perfect mom inside and out. She pays a lot of attention to her children’s education. She’s also a perfect housewife who supports her husband very well. But in fact, she’s a former North Korean informant.Out of the blue, she’s assigned the mission of recruiting her son, who works for the National Intelligence Service (NIS), into espionage activity. In order to protect her son, she can do anything, even gamble her life.","['Go Sung Hee', 'Bae Jong Ok', 'Yoo Oh Sung', 'Kim Jae Joong']",스파이
1353,"Persevere, Goo Hae Ra",Mnet,"['Kim Yong Bum', 'An Joon Young']","['Jung Soo Hyun', 'Shin Myung Jin']",2015-01-09,2015-03-27,Friday,2015,12,375.0,"Goo Hae Ra, who is an aspiring musician is seeking stardom. She wishes to release the music of her deceased father but faces numerous obstacles. Hae Ra is then joined by twin brothers in her quest for stardom, on the musical competition show ""Superstar K2"".(Source: IMDb) ","['Jung Jin Young', 'Kwak Shi Yang', 'Min Hyo Rin']",칠전팔기 구해라
1354,Heart to Heart,tvN,['Lee Yoon Jung'],['Lee Jung Ah'],2015-01-09,2015-03-07,"Friday, Saturday",2015,16,225.0,"Cha Hong Do suffers from social phobia and has a problem with severe blushing. She does have a strong sense of curiosity and learns from books and the internet. One day, her grandmother, Cha Hong Do's only contact with the outside world, dies. She then begins doing housework as a maid, but disguises herself as an elderly woman. Through an incident, she meets a psychiatrist, Ko Yi Seok. ","['Lee Jae Yoon', 'Choi Kang Hee', 'Chun Jung Myung']",하트 투 하트
1355,"Kill Me, Heal Me",MBC,"['Kim Jin Man', 'Kim Dae Jin']",['Jin Soo Wan'],2015-01-07,2015-03-12,"Wednesday, Thursday",2015,20,186.0,"A traumatic childhood experience leaves Cha Do Hyeon, suffering from memory loss and dissociation. The latter has resulted in the creation of seven distinct personalities. Wanting to regain control over his life, he asks Oh Ri Jin, a first-year psychiatric resident, to help him, but she eventually falls in love with one of his personalities. Ri Jin’s twin brother, Oh Ri On, a famous mystery novelist, investigates Do Hyeon and his family. (Source: MyDramaList)","['Kim Yoo Ri', 'Ji Sung', 'Oh Min Suk', 'Hwang Jung Eum', 'Park Seo Joon']",킬미힐미
1356,Enchanting Neighbor,SBS,['Park Kyung Ryul'],['Park Hye Ryun'],2015-01-05,2015-06-22,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,120,18.0,"Gong Soo Rae only love her husband, Seo Bong Gook since she met him in her teen-ages. She then learns that her husband is having an affair with Choi Yi Kyung. Meanwhile, Park Chan Woo will plays a man who supports her. ","['Yoon Hee Seok', 'Seo Do Young', 'Yoon Son Ha', 'Park Tam Hee']",황홀한 이웃
1357,Iron Lady Cha,MBC,"['Jang Joon Ho', 'Oh Hyun Chang']",['Seol Kyung Eun'],2015-01-05,2015-06-12,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,111,22.0,"People born as a member of the baby boomer generation have elderly parents to support while also sacrificing themselves to support their kid's education. This show follows the lives of a couple in their fifties and their children and elderly parents to encompass three generations. News is instantly relayed through social media, societal issues become hot search topics in seconds through the power of smart devices, young adults can find a coffee shop on nearly every block in the city for a cup of bitter Americano in the 21st century, and the only thing that has stayed the same is that we belong to a family. People in their fifties have to worry about the increasing numbers of elderly in the population while neglecting to build retirement savings because they are spending all of their money on their kids' education in a job market with fewer jobs. Young people use words that older people cannot understand. Casual dating has taken on a new meaning to youth and we look at three generations in a family to portray different facets of society. We also focus on the daily life of Lady Cha, who is an indomitable force in the family, to reveal aspects of a typical wholesome family.(Source: MBC)","['Oh  Gwang Rok', 'Park  Yoon Jae', 'Lee Ga Ryeong', 'Kim Bo Yun', 'Ha Yun Joo', 'Shin Min Soo']",불굴의 차여사
1358,The Family Is Coming,SBS,['Joo Dong Min'],['Kim Shin Hye'],2015-01-03,2015-03-15,"Saturday, Sunday",2015,20,180.0,"A grandma has abandoned her family 50 years ago and suddenly returns one day to distribute a 10-billion-won inheritance to her children and grandchildren. The family members compete over who gets the inheritance, leading to comic hijinks and eventually growth and maturity for all involved.~~ Adapted from the novel “Grandma Is Back”. ","['Jin Yi Han', 'Lee Jung Hyun', 'Park Won Sook', 'Oh  Sang Jin']",떴다! 패밀리
