Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
398,No Bother Me,,,,2021-06-10,2022-02-24,Thursday,2021,35,17.0,A story about unrefined 'savage' that any 20-year-old college student would have crossed paths with. (Source: Naver) ,"['Seo Ye Ri', 'Kim Young Shik', 'Jung Young Won', 'Jung Do Myung', 'Oh Jung Woo', 'Moon Seo Yool']",교과서엔 없습니다
399,The Penthouse Season 3: War in Life,SBS,['Joo Dong Min'],['Kim Soon Ok'],2021-06-04,2021-09-10,Friday,2021,14,321.0,"Su Ryeon finally takes revenge on the residents of Hera Palace. They lost all of their money by investing in Cheonsoo District, and even worse, they stand before the court for covering up Seol A’s death. Those greedy residents of Hera Palace who caught themselves in their own traps end up losing their fortunes, reputations, and everything they had, and Su Ryeon succeeds in getting her revenge on Dan Tae, who tried to kill her. When Su Ryeon thinks the nightmare is finally over, she witnesses Logan’s death right before her eyes. Who could have planned to murder Logan, and what will happen to the residents of Hera Palace next? Their desire for revenge is not over yet.(Source: Kocowa)","['Kim So Yeon', 'Lee Ji Ah', 'Eugene']",펜트하우스 Ⅲ
400,Next Door Witch J,Viki,['Yoon Ji Hoon'],,"Jun  4, 2021","Jun  4, 2021",Friday,2021,12,55.0,"“Next Door Witch J” was pitched through the Korea Creative Content Agency’s “Story to Book” in 2018. It is also the first selection for the 2020 pilot division of the Broadcasting Content Production Support Project. It will be produced by Kim Jong Hak Production, who has produced hit web dramas like “High-End Crush” and “Gogh, the Starry Night.”Seo Je Yi is the star beauty creator who makes content under the name “Next Door Witch J.” She is a smooth talker who isn’t afraid to say what she feels, and that has made her successful as a beauty creator.Lee Woo Bin is the CEO of a cosmetics start-up company. His products get acknowledged by Seo Je Yi, the star beauty creator, but he struggles to get close to her as a person. He is highly intelligent but has zero social skills when it comes to dating.Lee Tae Kyung is the director of the company MCN, which is an agency that specializes in managing beauty content creators. Tall and handsome, Lee Tae Kyung secretly has a crush on Seo Je Yi as well, making him one side of a love triangle with Lee Woo Bin.Oh Oh Young is another beauty creator who has more than 1 million subscribers. She used to be Seo Je Yi’s idol, but she soon became a troublemaker with “star disease,” demanding special treatment and the quality of her content going down. She is currently Seo Je Yi’s rival.","['Lee Tae Sun', 'Park Ji Yeon', 'Jang Eui Soo', 'Go Sung Min']",옆집 마녀 제이
401,Youth Again,tvN,,,2021-06-03,2021-06-25,"Thursday, Friday",2021,8,112.0,A comical beauty fantasy drama about the soul of a mother and her daughter exchange after applying mysterious cosmetics.(Source: Naver) ,"['Min Chan Ki', 'Lee Il Hwa', 'Han Seung Yeon']",인생덤 그녀
402,Racket Boys,Netflix SBS,['Jo Young Kwang'],['Jung Bo Hoon'],2021-05-31,2021-08-09,"Monday, Tuesday",2021,16,281.0,"A story of a boys' badminton team at a middle school in Haenam as they grow, both as people and as players.Yoon Hyun Jong was once a very good badminton player, but now he struggles to make ends meet for his family. Therefore, he jumps at a chance to coach a middle school team, only to find a team on the verge of disbandment with only three players: Bang Yoon Dam, Na Woo Chan, and Lee Yong Tae. The three boys struggle along, improving as Yoon Hae Kang, Yoon Hyun Jong's son, joins the team along with Jung In Sol. Now having enough players to enter competitions, they try to soar to new heights.Meanwhile, Ra Young Ja, former top badminton player and Yoon Hyun Jong's wife, is the coach of the girls’ badminton team at a girl's middle school in Haenam. On her team are Han Se Yoon, the #1 ranked junior female player in Korea and Lee Han Sol, Se Yoon's best friend, allowing them to be one of the best teams among their peers.(Source: AsianWiki; edited by Ian at MyDramaList)","['Kim Sang Kyung', 'Oh Na Ra', 'Choi Hyun Wook', 'Tang Jun Sang', 'Son Sang Yeon', 'Kim Kang Hoon']",라켓소년단
403,My Roommate Is a Gumiho,iQiyi tvN,['Nam Sung Woo'],"['Baek Sun Woo', 'Choi Bo Rim']",2021-05-26,2021-07-15,"Wednesday, Thursday",2021,16,262.0,"Shin Woo Yeo is a handsome and smart writer, who is actually a 999-year-old nine-tailed fox. To become a human, he collects human energy in a bead.One day, the drunk friend of Lee Dam, a university student, falls asleep on top of an expensive car whose owner is Woo Yeo. While Lee Dam struggles to take her friend away and Woo Yeo trying to help her, Woo Yeo's bead accidentally falls out of his mouth, and Lee Dam unintentionally swallows it. The bead can exist inside of a human for no more than 1 year and, afterward, the bead will break inside of that person causing the person to die. Not wanting to lose his chance in becoming a human, Woo Yeo explains to Lee Dam their predicament and suggests living together until they figure out a solution. Lee Dam, who has never had a boyfriend in her life, now lives with Shin Woo Yeo.(Source: AsianWiki)~~ Adapted from the webtoon ""My Roommate Is a Gumiho"" (간 떨어지는 동거) by Na (나).","['Lee Hye Ri', 'Bae In Hyuk', 'Kang Han Na', 'Kim Do Wan', 'Jang Ki Yong']",간 떨어지는 동거
404,Mad for Each Other,Daum Kakao TV Netflix,['Lee Tae Gon'],['Ah Kyung'],2021-05-24,2021-06-21,"Monday, Tuesday, Wednesday",2021,13,162.0,"About two people with their own painful stories who go through a complicated process of hurting and healing while falling in love with each other.No Hwi Oh is a detective in the violent crimes division of the Gangnam Police Station. He thinks that he is doing well until his life suddenly takes a turn and he becomes a “crazy” person who can’t hold in his anger about anything.Lee Min Kyung is a woman who is caught up in her own delusions and compulsions. She had lived an ordinary life as a pretty woman with a respectable job until “that incident” that caused everything in her life to break down. As a result, she was unable to trust anyone and is caught in a prison of her own making. Her delusions also have the unfortunate side effect of making everyone else around her angry.","['Jung Woo', 'Oh Yeon Seo']",이 구역의 미친X
405,Company Romance,,,,2021-05-19,2021-06-01,,2021,6,150.0,,,사내 로맨스
406,Move to Heaven,Netflix,['Kim Sung Ho'],['Yoon Ji Ryun'],"May 14, 2021","May 14, 2021",Friday,2021,10,312.0,"Han Geu Roo is an autistic 20-year-old. He works for his father’s business “Move To Heaven,” a company that specializes in crime scene cleanup, where they also collect and arrange items left by deceased people, and deliver them to the bereaved family.When Geu Roo's father dies, Geu Roo's guardianship passes to his uncle, ex-convict Cho Sang Gu, who is a martial arts fighter in underground matches. Per the father's will, Sang Gu must care for and work with Geu Roo in “Move To Heaven” for three months to gain full guardianship and claim the inheritance. Eying money, Sang Gu agrees to the conditions and moves in.(Source: MyDramaList)~~ Adapted from the nonfiction essay ""Things Left Behind"" by professional trauma cleaner Kim Sae Byul.","['Lee Je Hoon', 'Tang Jun Sang', 'Hong Seung Hee']",무브 투 헤븐: 나는 유품정리사입니다
407,I:LOVE:DM,vLive,,,2021-05-12,2021-07-21,Wednesday,2021,7,69.0,"Where can there be a teenager without a story?If I send a DM to IABC, the Broadcasting Department of Iyego,IABC will take care of it!You must see it before you see Part 5!?The most fun way to enjoy Real:Time:Love Series!Teen Love Story of Iye High Broadcasters [I:Love:DM](Source: 콬TV) ","['Park Jae Chan', 'Choi Eun Ji', 'So A Rin', 'Lee Ji Woo', 'Park Si Woo']",아이:러브:디엠
408,Sometoon 2021,,,,"May 10, 2021","May 10, 2021",Monday,2021,20,30.0,"""Sometoon 2021"" depicts the life of youths through high school and college, incorporating scenarios such as blind dates, friendships, first and past loves, and more.(Source: Koreaboo.com)~~ Adapted from the webtoon ""Sometoon"" (썸툰) by Mohito Mohikan (모히또모히칸). ","['Yoo Su Yeon', 'Kim Byeong Kwan', 'Jeon Seon Ah', 'Wooju', 'Hwang Sung Bin', 'Taeryoung']",썸툰 2021
409,Doom at Your Service,tvN ViuTV,['Kwon Young Il'],['Im Me Ah Ri'],2021-05-10,2021-06-29,"Monday, Tuesday",2021,16,244.0,"Tak Dong Kyung has been working hard ever since her parents passed away. Her life seemed more stable after working as a web novel editor for 6 years, but then she gets diagnosed with glioblastoma (brain cancer). She blames her unlucky life and wishes to curse everything to disappear, which unintentionally calls Myeol Mang, Doom himself - neither human nor god - to appear. Myeol Mang says that he can grant Dong Kyung's wishes. As her last hope, she makes a contract with Myeol Mang for a hundred days to live how she wants, risking her everything.(Source: CJ ENM; edited by unninette at MyDramaList)","['Shin Do Hyun', 'Kang Tae Oh', 'Seo In Guk', 'Lee Soo Hyuk', 'Park Bo Young']",어느 날 우리집 현관으로 멸망이 들어왔다
410,Mine,Netflix tvN,['Lee Na Jung'],['Baek Mi Kyung'],2021-05-08,2021-06-27,"Saturday, Sunday",2021,16,262.0,"“Mine” is about strong and ambitious women who overcome the world’s prejudices in order to find their true selves.Seo Hee Soo was a former top actress, but she gave up her career to marry the second son of Hyo Won Group. She does her best to fit in as a daughter-in-law of that family. She acts confidently all the time to not to lose her true self.Jung Seo Hyun, on the other hand, is married to the first son of the same chaebol family. She is also the daughter of a chaebol family and is elegant, intelligent, and also very rational.(Source: Naver, AsianWiki)","['Ok Ja Yeon', 'Kim Seo Hyung', 'Lee Bo Young']",마인
411,Imitation,KBS2 Viki,['Han Hyun Hee'],"['Kim Min Jung', 'Choi Sun Young']",2021-05-07,2021-07-23,Friday,2021,12,350.0,"Lee Ma Ha is a member of the new K-pop girl group Tea Party, formed by Ji Hak, who was once the manager of the famous boy group Shax, but resigned after the sudden disappearance of member Eun Jo in the middle of a concert. Prior to joining Tea Party, Ma Ha was a member of the group Omega III, which disbanded on its debut day due to a tragic incident involving a former trainee at the group's company. This led Ma Ha to support herself by performing as an impersonator of the popular solo singer La Li Ma, gaining her public notoriety.Starting anew with Tea Party, Ma Ha finds herself repeatedly crossing paths with Kwon Ryok, the center and most popular member of Shax who is still haunted by Eun Jo's disappearance three years later. While Ryok initially dislikes Ma Ha due to her imitation of Li Ma, the two eventually begin to grow interest in one another and start a secret relationship that could put both of their careers in jeopardy.Meanwhile, Lee Yu Jin, Ma Ha's loyal friend who is the center of the rising boy group Sparkling, has been in love with Ma Ha since their idol trainee days. When he notices the budding relationship between Ma Ha and Ryok, he determines to protect her from Ryok and lead Sparkling to beat out Shax as the most popular boy group in the industry.(Source: Wikipedia)~~  Adapted from the webtoon ""Imitation"" (이미테이션) by Park Kyung Ran (박경란).","['Jung Ji So', 'Lee Jun Young', 'Park Ji Yeon', 'Jeong Yun Ho']",이미테이션
412,Focus to You,,,,2021-05-06,2021-06-10,Thursday,2021,6,60.0,,"['Han Ji Woo', 'Yang Kyung Hyeon', 'Kim Ha Song', 'Choi Yong Jun']",너에게로 줌 시즌1
413,Youth of May,KBS2,"['Song Min Yeop', 'Lee Dae Kyung']",['Lee Kang'],2021-05-03,2021-06-08,"Monday, Tuesday",2021,12,350.0,"Hee Tae becomes the pride of Gwangju when he enters Seoul National University College of Medicine with top marks. His best friend Kyung Soo, an avid pro-democracy activist, insists that they open an illegal clinic for students on the run from the government. One day, a factory worker is injured during a protest. In exchange for the costs of discreetly transporting himself and the factory worker to his hometown, Hee Tae must go to a meeting with a potential marriage partner arranged by his father. At this meeting, Hee Tae meets Myung Hee, a nurse persevering through the hardships of life. She only agrees to go to this meeting in place of her friend Soo Ryeon, because she needs to come up with the airfare to go study in Germany. However, Myung Hee and Hee Tae end up falling in love. In May of 1980, amidst the heated passion and cries for democracy that reverberated throughout Gwangju, Hee Tae and Myung Hee find themselves in a twist of fate.(Source: Viki)~~ Based on real events of the Gwangju Uprising that happened in the city ofGwangju,South Korea, from May 18 to May 27, 1980.","['Lee Sang Yi', 'Lee Do Hyun', 'Geum Sae Rok', 'Go Min Si']",오월의 청춘
414,Bossam: Steal the Fate,MBN Viki,['Kwon Seok Jang'],"['Kim Ji Soo', 'Park Chul']",2021-05-01,2021-07-04,"Saturday, Sunday",2021,20,195.0,"A story of life and love that touches upon the oppression experienced by women and the impoverished.Ba Woo is a degenerate man who gambles, steals, fights and hides his real identity. To make money, he worked by doing Bossam; a customary remarriage procedure that took place during the Joseon period. At that time, a widow could not remarry, so a single man or a widower would kidnap the widow and marry her. Some of the kidnappings were agreed upon in advance, and others were by force. While performing a Bossam, Ba Woo mistakenly kidnaps Princess Hwa In, the daughter of King Gwanghae and the daughter-in-law of his enemy Lee Yi Cheom. For a secret political agreement, she married the older brother of a man she loved, but, on the day of her wedding, her husband died. She then became a widow...(Source: AsianWiki)","['Shin Hyun Soo', 'Jung Il Woo', 'Kwon Yu Ri']",보쌈-운명을 훔치다
415,Girlfriend in The Men's Group,,,,"May, 2021 - Jul, 2021","May, 2021 - Jul, 2021",,2021,7,86.0,"Wisdom and the Nam Sachin's Su Ju, Ho Tae, Jin Hee, Tae Hyun's romantic comedy between reality and unrealism.(Source: Cheeze Film YouTube) ","['Son Ho Tae', 'Choi Ji Hye', 'Kim Yoon']",남자무리 여사친 시즌2
416,Dark Hole,OCN tvN,['Kim Bong Joo'],['Jung Yi Do'],2021-04-30,2021-06-05,"Friday, Saturday",2021,12,300.0,"About a group of survivors who have to fight for their lives against mutants that are created when humans breathe mysterious dark smoke from a sinkhole.Lee Hwa Sun is a police detective in the Seoul regional investigation unit. Lee Hwa Sun’s life is turned upside down when she receives a phone call from her husband’s murderer, telling her to come to “Mujishi.” However, the people in Mujishi have been transformed into monsters after breathing in a mysterious dark smoke. Lee Hwa Sun must not only fight to survive but also battle her fear in order to capture her husband’s murderer.Yoo Tae Han is a native of Mujishi and a wrecked car driver. He has a carefree personality and likes to joke around, but he has a strong sense of justice. He quit being a police officer due to a scandal caused by a misunderstanding, but he is proud of his days in the force. When he meets Lee Hwa Sun in the chaos of Mujishi, he devotes his life to saving others from danger.(Source: Naver, Soompi)","['Kim Ok Bin', 'Lee Joon Hyuk']",다크홀
417,So I Married an Anti-Fan,Amazon Prime iQiyi Naver TV Cast Viki vLive,['Kang Cheol Woo'],"['Kim Eun Jung', 'Nam Ji Yeon']",2021-04-30,2021-06-19,"Friday, Saturday",2021,16,232.0,"Hoo Joon is a top star and Geun Young is a magazine reporter who both attend a club’s opening night. There, Young witnesses Joon's violent behavior and accidentally vomits on him. Young loses her job and is convinced that Joon has to be behind her firing. She retaliates by demonstrating in front of Joon’s management office, where her picketing eventually garners some media attention and the anti-fan label. A producer approaches her about participating in a reality TV show whose premise is that of a celebrity living with their anti-fan. Unemployed, she jumps at the opportunity.  Meanwhile, Joon is offered the same show and accepts, thinking that it could only improve his image. When filming begins, Joon and Young try to give each other a hard time on set, only to fall head over heels for one another.(Source: MyDramaList)~~ Adapted from the novel ""So I Married an Anti-fan"" (그래서 나는 안티팬과 결혼했다) by Kim Eun Jung (김은정).","['Choi Soo Young', 'Choi  Tae Joon']",그래서 나는 안티팬과 결혼했다
418,Global Travel Agency Gaboiso,,,,2021-04-27,2021-05-25,,2021,5,120.0,"Confidently established, for those who were craving to travel, despite COVID 19, Global Travel Agency 'GABOISO'. But... from the start, something seems unusual...? People who are somewhat lacking gathered and are making confusing, chaotic, panicking, risky story of running a travel agency! This travel agency, will be fine, right...? (Source: BOISOTV YouTube) ",,글로벌 여행사 가보이소
419,Love #Hashtag,,,,2021-04-27,2021-05-28,"Tuesday, Friday",2021,10,60.0,"About love stories between men and women in their 20s and 30s with functions of various SNS features such as DMs, stories, comments, likes, and hashtags.(Source: Naver) ","['Chae Soo Ah', 'Oh Chang Seok', 'Shin Hye Jung', 'Han Seung Woo']",사랑
420,Just Friend,,,,2021-04-26,2021-05-24,Monday,2021,10,30.0,"Male friend, Female friend, Isn't this dating? No, it's not. Two weeks of dizzying cohabitation with male and female friends.(Source: Npick on Youtube) ","['Jong Ha', 'Kim Yeo Ryeong']",사친사친
421,Undercover,jTBC,['Song Hyun Wook'],"['Jung Hye Eun', 'Song Ja Hun', 'Baek Chul Hyun']",2021-04-23,2021-06-12,"Friday, Saturday",2021,16,281.0,"Han Jung Hyun is an agent at the Agency for National Security Planning known for his extraordinary quickness and boldness. He is living with a hidden identity when, during a top-secret mission, he falls in love with Choi Yeon Soo and eventually marries her. Jung Hyun is living as an ordinary husband and father, a happy fool for his wife and two children. However, the secrets of his past get caught in an uncontrollable whirlwind when his wife becomes nominated for a high-ranking government post. This could unravel his tightly woven family, his single most precious priority.Choi Yeon Soo is a human rights lawyer who has lived for justice and truth, representing those who are weak and unfairly treated despite excelling throughout school and passing the bar exam at only 20. In recognition of her deep, steadfast beliefs and abilities, she becomes nominated as the first head of the Senior Civil Servant Corruption Investigations Unit. Little does she know that her new position will force her to face a shocking truth about the secretive past of her husband, the sole person she has unconditionally believed and trusted. A fierce battle begins with Jung Hyun as desperate to protect his family as Yeon Soo is to pursue justice from the huge forces that dominate and shake the country for profit. (Source: MyDramaList)~~ Remake of the British TV series ""Undercover"" [2016].","['Ji Jin Hee', 'Kim Hyun Joo', 'Han Sun Hwa', 'Yeon Woo Jin']",언더커버
422,College Life That Everyone Wants,,,,2021-04-21,2021-05-19,Wednesday,2021,5,240.0,"'College Life Everybody Wants' is a story about Green, who entered an advertisement club that was not thought of as an accidental opportunity, and Do Heon, the chairman of a club where everything is perfect, meet Green and grow together.(Source: Chosun) ","['Lee Hyun Joo', 'Kim Dong Hyun']",모두가 바라는 대학생활
423,Nice Na Ik Soo,,,,"Apr 16, 2021","Apr 16, 2021",Friday,2021,5,36.0,,['Lee Il Joon'],나이스 나익수
424,Nobleman Ryu's Wedding,,,,2021-04-15,2021-05-06,Thursday,2021,8,82.0,"On a  warm spring day during the Joseon Dynasty, the wedding of Ryu Ho Seon and his beautiful bride, Hwa Jin, takes place. But come their wedding night, Ho Seon becomes suspicious of his beloved. And with good reason, for his bride is a man!And now Ho Seon finds himself face-to-face with the bride’s brother, Choi Ki Wan, who explains that Hwa Jin’s loathing of political marriages drove her to disappear before the ceremony even began. Needless to say, Ho Seon quickly tries to annul the marriage, but his ailing mother is opposed to such a move. The pair must now maintain their union, one that can never be revealed to a single soul! When  Kim Tae Hyeong, comes to congratulate his friend Ho Seon, he falls for Ki Wan and immediately commences to court him. Now both Ki Wan and Ho Seon find themselves in a difficult position. Caught between honouring his ailing mother’s wishes and the unending flood of love letters for Ki Wan, Ho Seon is only too aware that there is little time to waste.  To further complicate matters, Hwa Jin chooses to make her impromptu return at this time. The only way to soothe the pain in everyone’s hearts is to return everyone to their rightful places. But is this easier said than done?","['Jang Eui Soo', 'Han Se Jin', 'Kang In Soo']",류선비의 혼례식
425,Sell Your Haunted House,KBS2,['Park Jin Suk'],"['Ha Soo Jin', 'Jung Yeon Seo', 'Lee Young Hwa']",2021-04-14,2021-06-09,"Wednesday, Thursday",2021,16,262.0,"Ji Ah, a woman who has inherited exorcism abilities from her mother, is the owner of Daebak Realty, a company that specializes in selling haunted houses. Ji Ah looks perfect and is also brilliant, but her hot temper makes her fists fly before her words. One day, Ji Ah encounters a conman named In Beom who specializes in exorcism fraud. Late at night when Daebak Realty operates, In Beom visits Ji Ah to make an offer. He suggests that they team up to exclusively sell houses that are haunted by vengeful spirits and lingering ghosts. Can the two get along well and deal with house prices, ghosts, and their sorrowful stories?(Source: Viki)","['Jang Na Ra', 'Jung Yong Hwa']",대박부동산
426,Law School,jTBC Netflix,['Kim Seok Yoon'],['Seo In'],2021-04-14,2021-06-09,"Wednesday, Thursday",2021,16,244.0,"When a grim incident occurs at their prestigious school, justice through law is put to the test by a tough law professor and his ambitious students.Yang Jong Hoon is a criminal law professor and a former elite prosecutor, whose harsh words make him the professor to steer clear of.  At the same time, there’s something compelling about his strict teaching methods and his refusal to accept less than the best from his future juniors in the legal profession.Han Joon Hwi, a first-year law student, is at the top of his class. He’s a natural leader whose good looks and easy charm make him the perfect man - on paper. However, there’s an unexpected side to him that remains well-hidden. Kang Sol (A) is another first-year law student who overcame childhood poverty and hardships by gaining special admission to the school. She walks a path of thorns due to her constant sense of deprivation and shame amidst the wealth and talent that surrounds her. Eventually, her passion will enlighten her on what it truly takes to be a good lawyer.Kim Eun Sook is a civil law professor who was once the head of the law school’s free legal clinic. Her natural air of authority and freewheeling personality earned her the reputation for being a master in court. Known for being a highly relatable professor, she is the sole colleague Yang Jong Hoon dares to confide in.(Source: Netflix; Soompi)","['Ryu Hye Young', 'Kim Bum', 'Lee Jung Eun', 'Kim Myung Min']",로스쿨
427,My Love: Six Stories of True Love,Netflix,['Jin Mo Young'],,"Apr 13, 2021","Apr 13, 2021",Tuesday,2021,6,700.0,"Six longtime couples in different parts of the world share their decades-long love in these tender portraits filmed over the course of one year. The couples come from: the USA, Spain, Japan, South Korea, Brazil, and India.(Source: Netflix) ",,님아: 여섯나라에서 만난 노부부 이야기
428,Amor Fati,SBS,['Bae Tae Seop'],['Nam Sun Hye'],2021-04-12,2021-10-01,"Monday, Tuesday, Wednesday, Thursday, Friday",2021,120,18.0,A healing drama about the reset of the lives of people who stand up again in a moment of despair. A single woman fighting cancer and a penniless single father meet and depict a healing romance for both sides to heal each other's wounds.(Source: Naver) ,"['Choi Jung Yoon', 'Ahn Jae Mo', 'Bae Seul Gi', 'Park Hyung Joon']",아모르파티
429,Wanna Sleepover,,,,2021-04-11,2021-06-21,,2021,9,67.0,,"['Seo Hye Lin', 'Kim Dong Woo']",여기서 자고갈래
430,Taxi Driver,SBS,['Park Joon Woo'],"['Oh Sang Ho', 'Lee Ji Hyun']",2021-04-09,2021-05-29,"Friday, Saturday",2021,16,244.0,"Do Gi has lived more honestly than anyone else as an officer in the Special Forces. Yet, when a serial killer murders his mother, he spends his days in agony. While feeling wronged and broken, Do Gi meets Jang Sung Chul, who recruits Do Gi to work for his company, Rainbow Taxi. Far from an ordinary taxi service, Rainbow Taxi is a secret organization that avenges victims whom the law didn’t protect. Here, Do Gi becomes a star driver who delivers satisfying revenge. Meanwhile, Ha Na is a prosecutor who investigates Rainbow Taxi. She is furious with their lawless behavior, but at the same time, she feels confused about seeing them solve cases that the law cannot. Between those who believe that revenge embodies true justice and those who pursue the outlaws, Do Gi seeks what justice truly means.(Source: Viki)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).","['Esom', 'Kim Eui Sung', 'Lee Je Hoon', 'Pyo Ye Jin']",모범택시
431,Bio Homme,Naver TV Cast vLive,,,2021-04-02,2021-05-21,Friday,2021,8,112.0,Talks about the healing period of agricultural horticulture therapy. Oh Won Ye a horticultural therapist called Leon meets Shin Bo Eun a regional officer who is diligent in duty to give him land.(Source: LetFilm Instagram) ,"['Lee Won Jung', 'Ahn Da Bi', 'Ji Ho Sung', 'Shin Woo Chul', 'Choe Ri Ra', 'Chu Yi Hwa']",바이오옴므
432,Dramaworld Season 2,iQiyi Viki,,,2021-04-02,2021-05-14,"Friday, Saturday",2021,10,210.0,"Claire is a teenage girl from the US who is addicted to Korean dramas. One day, while she is working in her family’s shop, a thief breaks in just as she turns on her fangirl mode. She confronts the thief head-on. However, right at that moment, Claire is sucked into Korean drama, a world of another dimension within her smartphone!(Source: iQIYI) ","['Ha Ji Won', 'Sean Richard', 'Liv Hewson', 'Justin Chon', 'Henry Lau', 'Brett Gray']",드라마월드 시즌2
433,Heart.zip,,,,2021-04-01,2021-05-21,,2021,5,96.0,,,하트털이
434,Take It or Leave It,,,,2021-03-31,2021-04-24,"Wednesday, Saturday",2021,8,75.0,"Follows the story of a couple, Oh Tae Gil and Lee Yang Ja, who have been together for 10  years. Tae Gil is unemployed and depends on his mother for support while looking for a job to be an announcer while Yang Ja has been employed for 3 years. Every anniversary Tae Gil makes promises that he never works towards, this makes Yang Ja tired. With a new guy at work, will their relationship be shaken up or will they stay strong?(Source: Soyi at MyDramaList)",,양자태길
435,Love Campus,,,,2021-03-31,2021-05-26,,2021,9,53.0,"Kim Pyung Bum has always been popular and has always sought to live as low-key as possible, but his return to college will leave him with a decision to make.(Source: Filmow) ",,러브캠퍼스
436,Summer Guys,AbemaTV,['Heo Chan'],['Yook Shi Mon'],2021-03-30,2021-04-28,"Tuesday, Wednesday",2021,10,180.0,A hot youth drama about four young men and women with different personalities aimed at reviving an old cocktail bar on the beach.(Source: Hancinema) ,"['Kang Mi Na', 'Im Na Young', 'Lee Jung Shin', 'Kwon Hyun Bin', 'Lee Jung Sic']",썸머가이즈
437,The Secret of the Grand Mansion: The Missing Girls,,,,2021-03-29,2021-04-28,"Monday, Wednesday",2021,10,90.0,"""The Secret of the Grand Mansion: The Missing Girls"" features ten members of WJSN - Seola, EXY, Bona, Soobin, Luda, Dawon, Eunseo, Yeoreum, Dayoung, and Yeonjung - seen drifting on an empty planet after an inexplicable horror derailed their travel to an awards ceremony. With the girls finding the Grand Mansion, the story begins as their curiosity is piqued with traces of someone in the mansion.(Source: kpopstarz.com) ",,대저택의 비밀: 사라진 소녀들
438,Time to Be Together 1:11,MBC Dramanet,,,"Mar 26, 2021","Mar 26, 2021",Friday,2021,10,90.0,"Tells the story of a woman and a man who can't forget their first love. The two leads' time stop every time it's 1:11, and they think about the memories of their first love.(Source: Allkpop) ","['Yoon Chae Kyung', 'Jang Dong Joo', 'Choi Hye Jin', 'Dylan', 'Lee Hyun Ho', 'Kim Na Yun']",1시 11분 너에게 가는 시간
439,Scripting Your Destiny,TVING,['Kim Byung Soo'],['Eun Seon Woo'],"Mar 26, 2021","Mar 26, 2021",Friday,2021,10,150.0,"Shin Ho Yoon is a powerful god in charge of determining human fate. His job in the celestial world is to write the destinies of mortals. But when he is charged with writing a romantic fate, he decides to steal ideas he reads in notes for a future screenplay authored by scriptwriter Go Chae Kyung. The latter is a drama series writer who pens outlandish and overly dramatic dramas.The tale Shin Ho Yoon concocts involves pairing Go Chae Kyung with a near-perfect individual – a kind-hearted and ever-fortunate television producer named Jung Ba Reum. In his mortal guise, Shin Ho Yoon is Go Chae Kyung’s landlord, and from this position, he plans to help bring her together with Jung Ba Reum. But little by little, he finds himself developing feelings for her – a fact that threatens to derail his own carefully laid plans…(Source: Viki)","['Kim Woo Seok', 'Jeon So Nee', 'Ki Do Hoon']",당신의 운명을 쓰고 있습니다
440,The Sweet Blood,Naver TV Cast vLive,['Ha Han Me'],['Hwang Da Seul'],2021-03-24,2021-05-12,"Wednesday, Saturday",2021,15,40.0,"Born between a human mother and a vampire father, Yeon Seo is a 118 year old half-vampire who wants nothing more than to live an ordinary human life. With natural beauty and a slew of vampire abilities, Yeon Seo could be anything she wanted, but she has chosen to blend in with those who appear closest to her age. As a result, Yeon Seo now finds herself faced with one of life’s most difficult challenges: graduating from high school.Fighting back her more vampiric urges, Yeon Seo does her best to blend in at school; a task that, for the most part, has been fairly easy. But when the sweet blood of her classmate, Song Meo Roo, attracts the attention of vampires and werewolves alike, things get a little more complicated. Trying desperately to ignore the siren call of Meo Roo’s blood, Yeon Seo takes it upon herself to protect her classmate from those who hunt him. As Yeon Seo and Meo Roo run for their lives, the blood in his veins calls to her. Torn between family duty and the desires of her own heart, a war within Yeon Seo rages. Will she be able to embrace her humanity and resist the temptation of this boy’s sweet blood or will her vampire side rise victorious in the end?(Source: Viki)~~ Adapted from the webtoon ""The Sweet Girl"" (달달한그녀) by writer S and illustrator Nal Chi (날치).","['Kim Ji Woong', 'Song Chae Yun', 'Kim Eo Jin']",달달한 그놈
441,Oh My Ladylord,iQiyi MBC,['Oh Da Young'],['Jo Jin Kook'],2021-03-24,2021-05-13,"Wednesday, Thursday",2021,16,300.0,"Oh Joo In, a top rom-com actress, has been aiming to repurchase her old family home. The second it goes on sale, she buys it back, but it turns out that Han Bi Soo, an award-winning crime-thriller scriptwriter who has turned Joo In down for several roles, has been living there. As a man of many neuroses; disinfecting his surroundings and making sure everything is at a perfect angle, Han Bi Soo is so used to writing in his designated writing room that he can't seem to write anywhere else. So he enters into a contract with Joo In, to be allowed to use that room 24/7, on the condition that he calls her master.(Source: kortkrachtig at MyDramaList)","['Kang Min Hyuk', 'Nana', 'Lee Min Ki']",오! 주인님
