Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
279,Wanna Sleepover Season 2,,,,2021-12-19,2022-02-13,Sunday,2021,9,67.0,,"['Seo Hye Lin', 'Kim Dong Woo']",여기서 자고 갈래 시즌2
280,Bulgasal: Immortal Souls,Netflix tvN,['Jang Young Woo'],"['Seo Jae Won', 'Kwon So Ra']",2021-12-18,2022-02-06,"Saturday, Sunday",2021,16,281.0,"The series tells the story of a man-turned-immortal, Bulgasal, who wants revenge from a woman with a mysterious past and present, who he deems responsible for his immortality and miseries from the past 600 years, hoping to free himself from his curse. (Source: IMDb) ","['Gong Seung Yeon', 'Lee Jin Wook', 'Lee Joon', 'Kwon Na Ra']",불가살
281,Snowdrop,jTBC,['Jo Hyun Taek'],['Yoo Hyun Mi'],2021-12-18,2022-01-30,"Saturday, Sunday",2021,16,338.0,"In 1987, a bloody man jumps into a women’s university dormitory in Seoul. Young Ro, a female university student who falls in love with him at first sight on a group blind date, takes care of him despite the strict surveillance and dangerous situation. However, Young Ro is shocked to learn his secret. Despite heartbreakingly watching over his first love Young Ro, Soo Ho has no choice but to move according to the command in order to save his teammates and to go back to his home country where his sibling awaits. Young Ro rejects the will of her father and works hand in hand with Soo Ho to save her beloved man and her friends. What will happen to their fate?(Source: Disney+)~~ Adapted from the handwritten journal of a North Korean defector.","['Jung Hae In', 'Yoo In Na', 'Jang Seung Jo', 'Kim Ji Soo', 'Yoon Se Ah', 'Kim Hye Yoon']",설강화
282,To.Two,,,,"Dec 17, 2021","Dec 17, 2021",Friday,2021,8,112.0,To.two is an extremely popular social media app with a catch; you can only get in based on invite. This web drama explores how this app creates social barriers between the students based on who can access the invite.(Source: nini at MyDramaList) ,"['Lee So Hee', 'Cha Yoo Jin']",투투
283,I Want to Live an Easy Life,SBS,['Go Hyun Gook'],['Oh Ji Hyun'],"Dec 17, 2021","Dec 17, 2021",Friday,2021,5,312.0,"The story of four candid and brazen girlfriends in their 30s who want to be rich but do not like to work hard, are comfortable with being alone but do not like being lonely, and want to live roughly but cannot live roughly.(Source: Korean = Naver || Translation = MyDramaList)~~ Adapted from the webtoon ""Daechung Salgo Sipseubnida"" (대충 살고 싶습니다) by Hyun Lee (현이씨). ","['Go Eun Ah', 'Heo Young Ji', 'Lee Mi So', 'Son Soo Ah']",대충 살고 싶습니다
284,Pumpkin Time,Daum Kakao TV,['Kang Min Gu'],,2021-12-17,2021-12-18,"Friday, Saturday",2021,10,120.0,"Growing up, Kang Tae Joo and Shin Hae Won were practically inseparable. The best of friends, the two elementary school boys shared a fanatic love of baseball and enjoyed nothing more than spending their time utterly immersed in the game. Though Tae Joo and Hae Won believed they would be together forever, fate decided it had other plans. After his parents announce he is moving to the United States, Tae Joo has no choice but to say goodbye to Hae Won. Despondent over being forced to leave his best friend behind, Tae Joo is determined to someday see Hae Won again. As the years pass, Tae Joo never gives up hope of being reunited with his childhood friend. As suddenly as he once had to say goodbye, Tae Joo now finds himself back in Korea where he wastes no time in searching for his best friend. Tracking Hae Won down, Tae Joo is shocked beyond words to discover that his childhood best friend is now a high school girl! Will this unexpected switch change their relationship forever?(Source: Viki)~~ Adapted from the webtoon ""Pumpkin Time"" (펌킨타임) by Gaedarae (개다래).","['Lee Soo Min', 'Shin Hyun Seung']",펌킨타임
285,Bad and Crazy,iQiyi tvN,['Yoo Seon Dong'],['Kim Sae Bom'],2021-12-17,2022-01-28,"Friday, Saturday",2021,12,350.0,"Soo Yeol, the competent ‘bad boy’ on the police squad, regains his humanity after meeting K, the righteous but ‘crazy’ guy. Despite having a mere high school diploma, Soo Yeol is an accomplished member of the Anti Corruption Unit. He’s ambitious, so he chooses pet cases of his superiors and produces their desired outcomes. Often that means turning a blind eye to injustice, especially if it stands in the way of those preferred results. With promotion time looming and without anyone’s backing, Soo Yeol fears exclusion once again. Congressman Do Yoo Gon had given him some hope of advancement but dashed when the righteous but crazy K entered his life. What can go wrong when the bad boy and the crazy guy join forces?(Source: iQiyi)","['Lee Dong Wook', 'Cha Hak Yeon', 'Wi Ha Joon', 'Han Ji Eun']",배드 앤 크레이지
286,The World of My 17 Season 2,Naver TV Cast vLive,,,2021-12-15,2022-01-14,"Wednesday, Friday",2021,10,150.0,"""18 years old, will Na Ri have her first love?"" First love, dream, friendship. The world of the girls' first 18, a sweet and sour story.(Source: Naver) ","['Lee Won Jung', 'Choi Ye Na', 'Yoo Sun Ho', 'Jihan', 'Han Chae Kyung']",소녀의 세계 시즌2
287,Love Twist,KBS2,['Kim Won Yong'],['Lee Eun Joo'],2021-12-13,2022-05-20,"Monday, Tuesday, Wednesday, Thursday, Friday",2021,103,20.0,Witness the sweet changes of heart for three inter-generational families over the love between a very special couple. (Source: Korean = Naver || Translation = MyDramaList) ,"['Ham Eun Jung', 'Kim Jin Yeop', 'Hwang Shin Hye', 'Yoon Da Hoon', 'Shim Hye Jin', 'Son Sung Yoon']",사랑의 꽈배기
288,"The King of Tears, Lee Bang Won",KBS1,['Kim Hyung Il'],['Lee Jung Woo'],2021-12-11,2022-05-01,"Saturday, Sunday",2021,32,112.0,"A work that sheds new light on the figure of Lee Bang Won, a leader who took the lead in the founding of the nation.(Source: Naver) ","['Joo Sang Wook', 'Ye Ji Won', 'Kim Yeong Cheol', 'Park Jin Hee']",태종 이방원
289,Uncle,TV Chosun Viki,"['Ji Young Soo', 'Seong Do Joon']",['Park Ji Sook'],2021-12-11,2022-01-30,"Saturday, Sunday",2021,16,262.0,"Joon Hyuk was a musician whose life has hit rock bottom after he had been scammed by people he trusted. He had ended his relationship with his older sister Joon Hee because of it. One day, suddenly, he receives a call from Joon Hee asking him to take care of her son, Min Joon.After 12 years of strife, Joon Hee divorced her physically abusive husband, at the same time ridding herself of her equally nasty mother-in-law. Joon Hee moves into an inexpensive apartment, keeping a low profile lest her former family finds her. The Royal State is a luxury apartment complex that has some noteworthy residents. Hye Ryung is the much-respected president of the Mothers’ Committee. Committee member Yoo Ra very much admires her.  Single father Kyung Il is a warm and pleasant man who continues to raise his daughter since the passing of his wife. (Source: AsianWiki)~~ Remake of the British TV series ""Uncle"" [2014].","['Oh Jung Se', 'Jeon Hye Jin', 'Lee Sang Woo', 'Park Sun Young', 'Lee Kyung Hoon', 'Lee Shi Won']",엉클
290,A DeadbEAT's Meal,Naver TV Cast TVING,['Kim Joon Mo'],['Jeon Seon Young'],2021-12-10,2022-01-14,Friday,2021,12,125.0,"Jae Ho tries to find a job, but it's not easy for him. He supports himself with working part-time jobs. Recently, his girlfriend Soo Jung dumped him after dating for 7 years. Despite his difficulties, Jae Ho's main concern is ""What should I eat today?""After working day and night for several years at an advertising company, Woon Ho almost died due to overworking. She quit her job after that. Now, it's been 3 months since she has become voluntarily unemployed. She follows her simple belief of ""Let's just think about eating delicious food.""(Source: AsianWiki)","['Go Won Hee', 'Ha Seok Jin', 'Im Hyun Joo']",백수세끼
291,Casting a Spell to You,,,,"Dec  9, 2021","Dec  9, 2021",Thursday,2021,16,225.0,"Ji Woo, a spoiled young man, comes home after hearing that his grandfather, a wealthy businessman, died. He expected a large inheritance, but he only got an old building filled with books. Mastering only in having fun, Ji Woo comes up with an idea: turn the building into a bar that only sells the drink during the day. And he recruits Joong Hee, a young woman who somehow gets involved in a few happenings with him. Joong Hee dreamed of entering the culinary school in France, but she recently lost all her savings to a scam and had a few whirlwind days because of Ji Woo. To save money again, Joong Hee reluctantly agrees to join Ji Woo's outlandish project 'Siesta.'(Source: OnDemandKorea)","['Im Ji Yeon', 'Sung Joon', 'Baek Sung Hyun', 'Kim Yoon Hye']",마법을 걸다
292,Artificial City,jTBC,['Jun Chang Geun'],['Son Se Dong'],2021-12-08,2022-02-10,"Wednesday, Thursday",2021,20,210.0,"Takes place against the backdrop of an art museum that belongs to Sung Jin Group, a major conglomerate that holds the reins of the political and financial worlds in South Korea. It is a psychological mystery thriller about the things that disappear when humans become greedy and ambitious for power.Yoon Jae Hee is the head of the Sung Jin Cultural Foundation and in charge of operations at “Space Jin,” the art museum owned by Sung Jin Group. She is also the second daughter-in-law of the family that controls Sung Jin Group. Believing that poverty is corrosive to love and that a stable income leads to a steady life, she chose to throw away her long-time lover and entered into a marriage of convenience with Jung Joon Hyuk, an illegitimate son of Sung Jin Group. In order to make her husband the nation’s president, she teams up with the future Public Prosecutor General and goes to war against Sung Jin Group.Jung Joon Hyuk is Yoon Jae Hee’s husband. Although he is a popular anchorman with his own fan club, he hides an inferiority complex over being labeled “the illegitimate son of Sung Jin Group” for his whole life. He laughs at both ambitious people and those who pretend to have no ambition even as he waits for the day when he can seize the reins of power.","['Lee Hak Joo', 'Park Soo Ae', 'Kim Kang Woo', 'Kim Mi Sook', 'Lee Yi Dam']",공작도시
293,Artificial Intelligence Hamlet,,,,2021-12-07,2022-01-04,Tuesday,2021,5,72.0,,,인공지능햄릿
294,Our Beloved Summer,Netflix SBS,['Kim Yoon Jin'],['Lee Na Eun'],2021-12-06,2022-01-25,"Monday, Tuesday",2021,16,225.0,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind. Kook Yeon Soo aimed to become the top student at her school, but she is now an adult who lives fiercely, adapting to her reality.(Source: Netflix, AsianWiki)~~ Inspired by the webtoon “Our Beloved Summer” (그 해 우리는 - 초여름이 좋아!) by Lee Naeun (이나은) and Han Kyoung Chal (한경찰) which is a prequel story that depicts their high school days 10 years before drama timeline. It is a different perspective from their past including how they first met, grew on each other and fell in love with each other. The webtoon has a story that doesn't show up in drama sequel.","['Roh Jeong Eui', 'Choi  Woo Shik', 'Kim Da Mi', 'Kim Sung Cheol']",그해 우리는
295,User Not Found,,,,2021-12-03,2022-02-12,"Friday, Saturday",2021,22,41.0,"A romance drama about two female high school students who happen to share the same name. When they both transfer to a new school at the same time, hoping to use the opportunity to turn their lives around, they forge a secret contract to swap identities. Shin Yi Joon is the most popular student at his high school. Although he seems tough and aloof on the outside, Shin Yi Joon is actually a huge softie on the inside—and far from getting into fights with other students, he even has a hard time saying no to other people.(Source: Naver; Soompi)","['Bae Jin Young', 'Shin So Hyun', 'Han Ye Ji']",@계정을 삭제하였습니다
296,The One Serving House,,,,2021-12-01,2021-12-17,"Monday, Wednesday, Friday",2021,8,98.0,"Depicts the lives of people with different backgrounds of growth, living in a single-person house.(Source: Naver) ","['Lee Yoo Jin', 'Choi Hui Seung', 'Jin So Yeon', 'Lee Jung Joon', 'Jung Min Gyu']",1인분 하우스
297,Mr. Lee,Daum Kakao TV,,,2021-11-29,2021-12-27,Monday,2021,5,240.0,"Six friends gathered at Eunjoo and Kyungho's engagement party. In a strange vibe flowing...the groom-to-be dies. And, a detective 'Mr. LEE' who doesn't look like a detective, appears. All five are suspects. I can watch the CCTV footage of the crime scene?!(Source: tv.kakao) ","['Shin Yeon Suh', 'Im Hyun Joo', 'Park Geon Il']",미스터LEE
298,Show Window: The Queen's House,Channel A Viki,"['Kang Sol', 'Park Dae Hee']",['Han Bo Kyung'],2021-11-29,2022-01-18,"Monday, Tuesday",2021,16,244.0,"From the outside, Han Sun Joo’s life has always appeared to be nothing short of perfect. Born into a wealthy family, Sun Joo and her younger brother, Han Jung Won, were raised without a care in the world. Now as adults, Jung Won has grown up extraordinarily warm-hearted, allowing him to maintain an unwavering sense of optimism while Sun Joo has become the ideal married woman, with a gorgeous home, a devoted husband and two beautiful children. Unfortunately, Sun Joo’s perfect life is on the verge of collapse.Absolutely penniless when he married Sun Joo, Shin Myung Seop has spent the entirety of his married life slowly climbing the ranks of his mother-in-law’s company, the LaReine Group. Now well-established in his career, Myung Seop appears to be a devoted husband and father, yet when he meets Yoon Mi Ra, things take a complicated turn. Unable to hide his growing feelings for Mi Ra, Myung Seop pursues her and is pleased to find she reciprocates his feelings. Soon entangled in a secret affair, Myung Seop and Mi Ra live in constant fear of discovery. (Source: Viki)","['Hwang Chan Sung', 'Lee Sung Jae', 'Jeon So Min', 'Song Yoon Ah']",쇼윈도:여왕의 집
299,One Ordinary Day,ViuTV,['Lee Myung Woo'],['Kwon Soon Gyu'],2021-11-27,2021-12-19,"Saturday, Sunday",2021,8,525.0,"A drama that explores the criminal justice system from an extremely popular perspective through the fierce story of two men surrounding the murder of a woman. Hyun Soo, an ordinary college student, suddenlybecomes the primarysuspect in a murder case. Shin Joong Han is the only lawyer willing to help Kim Hyun Soo. Having just barely passed law school, Shin Joong Han's involvement in Kim Hyun Soo's case eventuallytakes his unremarkable life to new heights.(Sources: Naver, MyDramaList)~~ Remake of the British TV series ""Criminal Justice"" [2008].","['Cha Seung Won', 'Kim Soo Hyun']",어느 날
300,School 2021,KBS2 Viki,['Kim Min Tae'],"['Dong Hee Seon', 'Jo Ah Ra']",2021-11-24,2022-01-13,"Wednesday, Thursday",2021,16,236.0,"""School 2021"" is the story of students attending a specialized high school and seeking their ambitions, rather than going off to college. It will delve into how these students learn about love, friendship, true passions, and growing up in an intense environment.Kong Ki Joon is a hardworking student who assumes work and school simultaneously. He is a person who loses his 11-year-old dream of taekwondo due to injury and is unsure of knowing what to do. Jung Young Joo is a transfer student with a hidden story and a past connection to Kong Ki Joon. Jin Ji Won, a confident high school girl with a solid dream, confidently communicates her opinion though she is in conflict with her mother about going to college. Kang Seo Young is a gifted student who is preparing, by herself, for college entrance exams. She is aiming to enter one of the top five universities in Korea.Lee Kang Hoon is a teacher who values a work-life balance. He gradually grows along with his students. Koo Mi Hee is the chairman of the board. Lee Jae Hee is the twin sister of Lee Jae Hyuk. She is a quiet person and strives to make many new changes. Lee Jae Hyuk is Lee Jae Hee's twin. Unlike Jae Hee, Jae Hyuk is the person who receives support from the foundation.(Source: Soompi, Joynews24, xports news; Edited by: Bethany and DyingtobeinKorea at MyDramaList)","['Kim Kang Min', 'Choo Young Woo', 'Cho Yi Hyun', 'Kim Yo Han', 'Hwang Bo Reum Byeol', 'Seo Hee Seon']",학교 2021
301,Shadow Beauty,Daum Kakao TV Viki,,,2021-11-20,2021-12-29,"Wednesday, Saturday",2021,13,92.0,"Because of her looks, Koo Ae Jin is bullied at school and even insulted by strangers. But after school, she leads a secret life: with heavy makeup and hours of photo editing, she lives as Genie, a social media star with 770K followers. While Koo Ae Jin is toeing the line between her true self and Genie, what will happen when a boy from school discovers her secret?(Source: MyDramaList)~~ Adapted from the webtoon ""Shadow Beauty"" (그림자 미녀) by Ahum (아흠).","['Shim Dal Gi', 'Choi Bo Min', 'Lee Na Gyung', 'Heo Jung Hee']",그림자 미녀
302,Hellbound,Netflix,,['Choi Gyu Seok'],"Nov 19, 2021","Nov 19, 2021",Friday,2021,6,500.0,"A story about otherworldly beings who appear out of nowhere to issue a decree and condemn individuals to hell. These supernatural events cause great mayhem and enable the religious group The New Truth to grow in influence. A few people, however, become suspicious about its activities and begin investigating its involvement in mysterious events.(Source: IMDb)~~ Adapted from the webcomic ""Hellbound"" (지옥) written by Yeon Sang Ho (연상호) and illustrated by Choi Kyu Seok (최규석).","['Kim Hyun Joo', 'Won Jin Ah', 'Yoo Ah In', 'Yang Ik Jun', 'Park Jung Min']",지옥
303,Part-time Mello,,,['Baek Seung Hwa'],2021-11-17,2021-12-23,"Wednesday, Thursday",2021,12,125.0,"Seul Mi gets a part-time job at 'Sol&Pub' after giving up on becoming a civil servant.She dreams of new experiences and romance, but instead, unexpected things happen…From her coworkers that don't get along to a selfish manager that dumps his mistakes on someone else!Incompatible chemistry part-time job romance between opposites begin(Source: KOK TV) ","['Dawon', 'Ha Jong Woo', 'Han Soo A', 'Lee Eun Sang', 'Min Soo Hwa']",파트타임 멜로
304,Beginning,,,,2021-11-16,2022-03-11,"Tuesday, Friday",2021,24,25.0,"Everything happens for the first time, everyone is the same when it is their first time or beginning. When we start something from the beginning, we always hear the sentence ""We were all like that at first~"". Love life and different stories surrounding campus students and their struggles. A romance that reflects the reality of college students who are in the middle of their 20s.(Source: Xavier Ng at MyDramaList) ","['Se Young', 'Oh Yu Bin', 'Su Hwan', 'Moon Kyu']",처음엔다그래
305,"Fly, Again",Daum Kakao TV Viki,['Oh Chung Pung'],['Jang Kyung Rim'],2021-11-13,2021-12-15,"Wednesday, Saturday",2021,10,180.0,"With dreams of becoming a celebrity constantly pushing him forward, Han Yo Han decides it’s time to make the transition from a genius dancer to an all-around talented idol. To better pursue his dreams, he transfers to Hanbit Art High School. Unfortunately, things for Yo Han don’t work out so well at his new school, especially not after an unfortunate accident steals his lifelong dreams.Despite the accident, Yo Han is doing his best to search for a new way to make his dreams come true. Coincidentally, he finds himself frequently crossing paths with the members of the dance club, “Villains”. The more time he spends with the dance club, the more he begins to realize an entirely new world has opened up to him. As Yo Han begins to explore this exciting new world, he meets On Ji Min, an honor student who was born to be an idol. With her family constantly pushing her to do better and be the best, she has no idea how to do anything other than overachieving. However, things for both Ji Min and Yo Han change completely after their relationship takes an unexpected turn.With new roads open before them, Yo Han and Ji Min begin to find the courage to dream new dreams. But will they be able to pursue those dreams when everyone and everything around them seems to be trying to hold them back?(Source: Viki)","['Hyung Won', 'Joo Se Bin', 'Park Eun Hye', 'Tony Ahn']","다시, 플라이"
306,The Mysterious Class,,['Ha Han Me'],,2021-11-12,2021-12-31,Friday,2021,8,150.0,"""There are 21 students in our class.""  ""What are you talking about... Your class had 20 students right from the start..!!""Peaceful class 4 of the 3rd grade of Treasure High. Friendship and a mystery thriller while doubting each other. Will they be able to find the ghost?(Source: BambooNetwork.co.kr) ","['Park Ji Hoon', 'Choi Hyun Suk', 'Yoshi', 'Kim Jun Kyu', 'Mashiho', 'Yoon Jae Hyuk']",남고괴담
307,Delivery,,,,"Nov 12, 2021","Nov 12, 2021",Friday,2021,8,68.0,"The web dramarevolves around deliverygirl Kwak Doo Shik who is well-versed in martial arts. She teams up with Do Ki Hwan, the delivery agency manager, in order to find her mother. In the process, they run intoconspiring aliens who have invaded Earth.(Source: Gukjenews) ","['Cho Mi Yeon', 'Lee Tae Vin', 'Kim Jae Woon']",딜리버리
308,Adult Trainee,TVING,['Yoo Hak Chan'],,2021-11-12,2021-11-26,Friday,2021,7,343.0,"""Adult Trainee"" tells the tale of hormonal teenagers as their bodies mature. There is Jae Min, who gets addicted to masturbation, conservative Yu Ra who begins a risqué rendezvous with her male friend and overweight Na Eun who’s never had a boyfriend before. The drama aims to express the raw and truthful worries and love stories of 18 year olds in a way that Gen Z can relate to.(Source: Koreaboo.com) ","['Ryeoun', 'Jo Yoo Jung', 'Ryu Eui Hyun', 'Cho Mi Yeon', 'Kim Min Ki', 'Kwon Young Eun']",어른연습생
309,Political Fever,,,"['Park Noo Ri', 'Kim Hong Ik', 'Choi Sung Jin']","Nov 12, 2021","Nov 12, 2021",Friday,2021,12,180.0,"A black comedy political sitcom about an Olympic gold medalist who was appointed as minister of Ministry of Culture, Sports and Tourism and is facing a kidnapping incident of her husband who is a political critic. (Source: HanCinema) ","['Lee Hak Joo', 'Kim Sung Ryung', 'Baek Hyun Jin', 'Bae Hae Seon']",이렇게 된 이상 청와대로 간다
