Unnamed: 0,drama_name,kor_title,genre,org_net,director,screenwriter,actor_list,year,aired_on,tot_eps,time_per_ep,start_dt,end_dt,synopsis,month,youtube_cnt,tot_views,org_terrestrial_TV,org_cable_TV,org_OTT,org_etc,org_broad_num,director_drama_num,screenwriter_drama_num,daily_views,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,season_Spring,season_Summer,season_Winter,week_of_weekend,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
895,High Society,상류사회,"['Business', 'Comedy', 'Romance', 'Melodrama']",SBS,['Choi Young Hoon'],['Ha Myung Hee'],"['Im Ji Yeon', 'Sung Joon', 'Park Hyung Sik', 'Uee']",2015,"Monday, Tuesday",16,225,2015-06-08,2015-07-28,"Jang Yoon Ha is the youngest daughter of a chaebol (family-owned conglomeration). Even though her family is extremely wealthy, she holds a part-time job at a food market. She hides her background as an heiress and attempts to find a man that loves her for herself. ",6,788,72519400,1,0,0,0,1,6.0,5.0,24005,2,2,0,0,2,20.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
896,Oh! Grandmas,오! 할매,"['Drama', 'Family']",KBS1,['Kwak Gi Won'],,"['Yun Woon Kyung', 'Jeon Won Joo', 'Heo Jin', 'Nam Neung Mi', 'Baek Soo Ryun']",2015,Wednesday,8,412,2015-05-31,2015-07-22,The drama depicts the episodes that people go through raising an abandoned baby together in a rural village in Paju.,5,826,577828600,1,0,0,0,1,4.0,1.0,190765,0,5,0,0,0,28.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
897,My Love Eun Dong,사랑하는 은동아,"['Romance', 'Life', 'Drama']",jTBC,"['Lee Tae Gon', 'Kim Jae Hong']",['Baek Mi Kyung'],"['Joo Jin Mo', 'Kim Sa Rang']",2015,"Friday, Saturday",16,244,2015-05-29,2015-07-18,"“We were together for too short and separated for too long.” Eun Ho is an A-list South Korean actor, and for 20 years, he is searching for his first love, Eun Dong. They were teenagers when they first met, and after a brief friendship, she disappeared. Ten years later, they miraculously run into each other and start dating, but one day, Eun Dong doesn't return to meet Eun Ho as planned. Another ten years pass, and when Eun Ho is a famous star, he decides to publish a book about his love story to find Eun Dong. Meanwhile, Eun Dong becomes a writer and is living with a new name ever since she lost her memories due to the tragic accident that kept her from returning to Eun Ho. Through a mutual friend, she is hired to ghostwrite Eun Ho's book! During the process, she begins to uncover secrets that unravel the life she knows.(Source: JTBC)",5,808,45786800,0,1,0,0,1,6.0,6.0,15106,1,1,0,0,0,12.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,The Man in the Mask,복면검사,"['Action', 'Comedy', 'Romance', 'Drama']",KBS2,['Kim Yong Soo'],['Choi Jin Won'],"['Kim Sun Ah', 'Joo Sang Wook']",2015,"Wednesday, Thursday",16,262,2015-05-20,2015-07-09,"During the day, Ha Dae Cheol is a righteous prosecutor, but at night he wears a mask and seeks to punish those that the law could not. Yoo Min Hee is a female detective in charge of the violent crime division. ",5,836,4155900,1,0,0,0,1,3.0,4.0,1367,1,1,0,0,0,28.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
899,A Daughter Just Like You,딱 너 같은 딸,"['Comedy', 'Romance', 'Family', 'Melodrama']",MBC,"['Oh Hyun Jong', 'Park Won Gook']",['Ga Sung Jin'],"['Lee Soo Kyung', 'Jung Hye Sung', 'Woo Hee Jin', 'Kim Hye Ok', 'Kang Tae Sung', 'Kang Kyung Joon']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",120,18,2015-05-18,2015-11-06,"This family-oriented show revolves around three different families clashing through a lot of misunderstandings as they become in-laws with each other: a popular female host on a shopping channel and her three daughters who are a college professor, high-powered consultant, and doctor, a divorced spouse who loves to regale stories about his time in the Marines, he has dried skin from doing the dishes every day; and a daughter from a rich family that that runs a successful fashion designer company. Their problems clear up slowly through love and understanding that result in a healing process.(SourcE: MBC)",5,844,6066900,1,0,0,0,1,6.0,1.0,1994,2,4,0,1,0,33.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
900,Love of Eve,이브의사랑,"['Romance', 'Drama', 'Melodrama']",MBC,['Lee Gye Joon'],,"['Kim Min Kyung', 'Lee Dong Ha', 'Yoon Se Ah', 'Lee Jae Hwang', 'Yoon Jong Hwa']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",120,20,2015-05-18,2015-10-30,"Three women share a close bond that was deeper than any friendship. Song Ah, Sen Na, and Hyun Ah were both the same age and went to the same schools. Song Ah was an especially giving friend who would do anything for a friend. She absolutely trusted Sen Na and treated her like a sister along with her twin sister Hyun Ah. She thought they would always maintain a close relationship. But she had no idea that Sen Na was planning revenge.(Source: MBC)",5,830,19907800,1,0,0,0,1,1.0,1.0,6544,3,2,0,0,0,22.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,The Producers,프로듀사,"['Comedy', 'Romance', 'Drama']",KBS2,"['Pyo Min Soo', 'Yoon Sung Ho', 'Seo Soo Min']",['Park Ji Eun'],"['Cha Tae Hyun', 'Kim Soo Hyun', 'Gong Hyo Jin', 'IU']",2015,"Friday, Saturday",12,425,2015-05-15,2015-06-20,"The drama is set in the backstage world of broadcasting industry. The story revolves around the dynamic work and life of people who work in the entertainment division of television network. Ra Jun Mo, a 10-year veteran PD of variety shows, is described to have a long list of variety shows credit but without a notable program under his name. 10-year veteran music show PD, Tak Ye Jin, is described to have started out as an innocent and smart young rookie but the harsh working competition has changed her personality. She now becomes a sharp and prideful woman who says whatever is on her mind even in front of her bosses.Rookie variety show PD, Baek Sung Chan, leaves a bright path as a prosecutor for a career in broadcast industry because of love. Diva-like top celebrity singer, Cindy, began as a trainee at the age of 13 and has been in the industry for 10 years. She’s known as an ice princess because she never lets herself feel deep affection for anyone. She experienced a lot of betrayal in the past that causes her to keep everyone at a safe distance. The story will leave various deep messages about friendship, family, fame, support, bullying and betrayal in the broadcast industry.",5,820,94303200,1,0,0,0,1,5.0,3.0,30970,2,2,0,0,1,22.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Orange Marmalade,오렌지 마말레이드,"['Historical', 'Romance', 'Drama', 'Supernatural']",KBS2,"['Lee Hyung Min', 'Choi Sung Bum']",,"['Kim Seol Hyun', 'Yeo Jin Goo', 'Lee  Jong Hyun']",2015,Friday,12,250,2015-05-15,2015-07-24,"Set in a fantasy world where humans and vampires coexist, the latter have evolved and no longer rely on human blood as food. Still, they are feared and discriminated against by society, causing many of them to hide their true nature and live as ""normal"" citizens, or else become outcasts.
Baek Ma Ri is a socially withdrawn teenage girl hiding her vampire identity. Driven away from several neighborhoods, she is eager to settle down in her new city and live quietly. But things change when she falls in love with Jung Jae Min, the most popular boy at her high school.",5,814,83776800,1,0,0,0,1,7.0,1.0,27513,1,1,0,1,0,19.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
903,Warm and Cozy,맨도롱 또똣,"['Food', 'Comedy', 'Romance']",MBC,"['Park Hong Kyun', 'Kim Hee Won']","['Hong Jung Eun', 'Hong Mi Ran']","['Kang So Ra', 'Yoo Yeon Seok']",2015,"Wednesday, Thursday",16,225,2015-05-13,2015-07-02,"A man and a woman hit by setbacks and spurned by lovers meet one another on Jeju Island. The woman needs time to nurse her wounds after her career and relationship implode. The man is still smarting from a bad relationship that has closed his heart.  When together, they become themselves again, warm and friendly. Neither too hot nor cold.This is about two people recovering from their life troubles to bring warmth back into their lives. Kun Woo is following in the footsteps of the Great Gatsby, who was hopelessly in love with Daisy and sacrificed everything. But then Kun Woo faces an obstacle in pursuing his love interest. It's time for him to make a stand. He will save Daisy from all of her troubles. As he finds himself inextricably linked with a blunt and coarse woman who has no idea what true love is, he finds that he has a soft spot for her. Warm and mild...(Source: MBC)",5,842,43824500,1,0,0,0,1,7.0,5.0,14383,1,1,0,0,0,19.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
904,Save the Family,가족을 지켜라,"['Romance', 'Drama', 'Family', 'Melodrama']",KBS1,,['Hong Young Hee'],"['Kang  Byul', 'Jae Hee', 'Jung Hye In']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",123,17,2015-05-11,2015-10-30,"Woo-Jin is an ambitious doctor who no longer believes in true love, after having failed before. He views marriage as just a business. Hae-Soo works as an assistant chef. She dreams of getting married to the right man and having a family. Woo-Jin soon falls in love with her, he comes into conflict with love and ambition. ",5,836,6907500,1,0,0,0,1,1.0,2.0,2265,1,1,0,0,0,14.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
905,Ex-Girlfriend Club,구여친클럽,"['Comedy', 'Romance', 'Drama']",tvN,['Kwon Seok Jang'],['Lee Jin Mae'],"['Song Ji Hyo', 'Ryu Hwa Young', 'Lee Yoon Ji', 'Byun Yo Han', 'Jang Ji Eun']",2015,"Friday, Saturday",12,300,2015-05-08,2015-06-13,"Bang Myeong Soo is a popular writer of webtoons. He then writes a webtoon series about his past relationships, specifically his four ex-girlfriends, which includes an older, wealthy divorcee, a chic and successful woman who works at an investment firm, and a third-rate, airhead actress. The webtoon reveals plenty of details about Myeong Soo's love life, and it becomes a huge hit. Soon, Myeong Soo is considered a cross between Public Enemy Number One and National Heartthrob, and his webtoon gets adapted into a movie.
Kim Soo Jin is a film producer who's prepared to do whatever it takes to save their failing production company. Because of this, she accepts the assignment to produce a webtoon adaptation. But to her horror, Soo Jin belatedly finds out that the webtoon artist is her ex-boyfriend Myeong Soo, and that she's one of the girlfriends he wrote about. And as the movie starts shooting, the project also brings Myeong Soo's other ex-girlfriends back into his life all at the same time.",5,816,20489600,0,1,0,0,1,4.0,2.0,6713,1,4,0,0,0,16.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Girl of 0AM,0시의 그녀,"['Comedy', 'Romance', 'Fantasy']",MBC every1,,,"['Nam Tae Hyun', 'Kim Min Ji']",2015,"Monday, Tuesday, Wednesday, Thursday",8,112,2015-05-04,2015-05-14,"Gong Ji Dan, dreams of becoming a superstar. He coincidentally becomes in charge of a karaoke business, allowing him to grow as a singer. Meanwhile, Min Se Ra is a part-time worker, who leads Ji Dan to become a singer and holds a mysterious secret. ",5,836,699190100,0,1,0,0,1,1.0,1.0,228793,1,1,0,0,1,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
907,A Bird That Doesn't Sing,울지않는 새,"['Romance', 'Drama', 'Family', 'Melodrama']",tvN,['Kim Pyung Joong'],['Yeo Jeong Mi'],"['Kang Ji Sub', 'Oh Hyun Kyung', 'Kim Yoo Suk', 'Hong Ah Reum', 'Ahn Jae Min', 'Baek Seung Hee']",2015,"Monday, Tuesday, Wednesday, Thursday",100,30,2015-05-04,2015-10-22,A 10 billion won insurance murder case causes Oh Ha Naui to lose everything. She sets out to take revenge upon Chun Mi Ja who caused her misfortune.,5,830,18047000,0,1,0,0,1,1.0,1.0,5905,3,3,0,0,0,26.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
908,Who Are You: School 2015,후아유: 학교 2015,"['Mystery', 'Romance', 'Youth', 'Drama']",KBS2,"['Baek Sang Hoon', 'Kim Seong Yoon']","['Kim Hyun Jung', 'Im Ye Jin', 'Kim Min Jung']","['Yook Sung Jae', 'Nam Joo Hyuk', 'Kim So Hyun']",2015,"Monday, Tuesday",16,225,2015-04-27,2015-06-16,"Sekang High School is the most prestigious private high school in Seoul's Gangnam District, and Go Eun Byul is the most popular girl there. Meanwhile, her identical twin Lee Eun Bi is living in an orphanage and is being bullied at school. Then one day, Eun Byul mysteriously disappears. Soon after, Eun Bi loses her memories and is mistaken as being Eun Byul. Eun Bi then starts living her life as Eun Byul.(Source: Wikipedia)",4,834,344586700,1,0,0,0,1,4.0,4.0,112500,2,1,0,1,1,25.0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
909,Make a Woman Cry,여자를 울려,"['Romance', 'Drama', 'Melodrama']",MBC,"['Kim Keun Hong', 'Park Sang Hoon']",['Ha Chung Ok'],"['Kim Jung Eun', 'Ha Hee Ra', 'Lee Tae Ran', 'Song Chang Eui', 'Oh Dae Gyu']",2015,"Saturday, Sunday",40,112,2015-04-18,2015-08-30,One difference that separates humans from animals is that people have emotions. So describing the emotions of different characters in a TV drama is an important part of the storytelling process. What is it like for a person to love another person? What is it like for a person to forgive another? This TV drama is made with the premise of influencing people to become gentler and stronger human beings.(Source: MBC),4,848,4472700,1,0,0,0,1,5.0,2.0,1456,2,3,1,1,0,29.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Divorce Lawyer in Love,이혼변호사는 연애 중,"['Comedy', 'Law', 'Romance']",SBS,['Park Yong Soon'],,"['Yeon Woo Jin', 'Cho Yeo Jung', 'Shim Hyung Tak', 'Wang Ji Won']",2015,"Saturday, Sunday",18,213,2015-04-18,2015-06-14,"Go Cheok Hee and So Jeong Woo once worked together at a law firm; she was a divorce lawyer, and he was her office manager. She treated him like her inferior, while he constantly irked her by pointing out her mistakes and calling her ""Chucky"" behind her back. But Cheok Hee is so ambitious, so determined to win every case for her clients, that her unethical misdeeds catch up to her, causing her license to be suspended.Meanwhile, Jeong Woo studies and gets his law degree. Years later, they end up working together again for a different law firm. But this time, the tables have turned: he's the divorce lawyer, and she's the office manager. And Jeong Woo relishes getting his petty revenge.(Source: Wikipedia)",4,854,41770500,1,0,0,0,1,3.0,1.0,13597,2,2,0,0,0,24.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
911,Splendid Politics,화정,"['Historical', 'Drama', 'Political']",MBC,"['Kim Sang Ho', 'Choi Jung Gyu']",['Kim Yi Young'],"['Kim Jae Won', 'Lee Yun Hee', 'Cha Seung Won', 'Seo Kang Joon']",2015,"Monday, Tuesday",50,72,2015-04-13,2015-09-29,"Princess Jung Myung was the only direct descendant of King Seon Jo still alive and when she was born, her birth was celebrated around the palace. She had the sweetest smile a baby could have. Queen In Mok was relieved that she had a baby girl instead of a boy. According to the seer Nam Sa Go, the baby she carried would become the true ruler of the Joseon Dynasty, a king of kings and have a princess proved the prophecy to be wrong. But the turbulent times took a heavy toll on Princess Jung Myung. Upon the death of King Seon Jo, Gwang Hae ascended the throne and his first order of business was to eliminate Prince Yeong Chang and banish Queen In Mok from the palace. Then his next target was Princess Jung Myung. When In Mok learned that her daughter’s life was in danger, she sent her into hiding. But assassins tracked Jung Myung down. Through the heroic sacrifice of her bodyguard, Jung Myung was put on a boat that sailed adrift in the sea. Meanwhile, the bodyguard and nanny set their boat ablaze and died to fool the assassins. Jung Myung witnessed her nanny and bodyguard consumed by the flames. Adrift on the boat, Jung Myung lost consciousness and was picked up by a merchant boat crossing to Dejima in Japan. She was sold as a slave. To survive in the hostile environment she hid the fact that she was a princess. She also vanquished her memories of ever being a princess so that she could focus on how to get revenge. Posing as a boy, Jung Myung worked as a laborer in the sulfur mine. But she discovered hope in the depths of her despair. It was a friendship between Ja Gyung that helped her cling to life. But she never lost her focus on returning to Joseon one day and bringing the downfall of Gwang Hae who had taken everything away from her. Then an opportunity arose. She began peddling information and secrets in the sulfur mines. Leveraging her strategic location, she followed the Joseon delegation visiting Japan back to Joseon. Finally, her dream to return to Joseon had come true…(Source: MBC)",4,784,9677600,1,0,0,0,1,8.0,3.0,3145,3,1,0,0,1,20.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
912,The Superman Age,초인시대,"['Comedy', 'Supernatural']",tvN,,['Yoo Byung Jae'],"['Lee Yi Kyung', 'Yoo Byung Jae', 'Kim Chang Hwan']",2015,Friday,16,112,2015-04-10,2015-05-29,"A male engineering student gains supernatural powers after turning 25. As soon as his friends find out about his abilities, they start taking advantage of him to improve their personal careers and love lives. ",4,824,58155500,0,1,0,0,1,1.0,1.0,18882,3,0,0,1,0,36.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913,My Unfortunate Boyfriend,나의 유감스러운 남자친구,"['Romance', 'Drama']",MBC Dramanet,['Nam Ki Hoon'],['Lee Jae Yoon'],"['Noh Min Woo', 'Han Hye Rin', 'Yang  Jin Sung', 'Jung Yoon Hak']",2015,"Friday, Saturday",16,188,2015-04-10,2015-05-30,"Yoon Tae Woon is a man who believes in living truthfully, so he is honest to a fault. On the other hand, Yoo Ji Na is a woman who has no qualms about lying to get what she wants. She is just starting out at a corporate job, determined to succeed at any cost. The drama will demonstrate how their unlikely romance turns out to be true love. ",4,816,75953400,0,1,0,0,1,8.0,3.0,24660,2,1,0,0,2,11.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Love on a Rooftop,오늘부터 사랑해,"['Romance', 'Drama', 'Family', 'Melodrama']",KBS2,['Choi Ji Yeong'],"['Choi Min Ki', 'Kim Ji Wan']","['Park Jin Woo', 'Im Se Mi', 'Ham Eun Jung']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",101,21,2015-04-06,2015-08-21,A drama about a woman who finally becomes a part of a family after re-adoption and man who chooses love over family.,4,820,1790600,1,0,0,0,1,3.0,3.0,581,1,2,0,1,1,21.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
