Unnamed: 0,drama_name,kor_title,genre,org_net,director,screenwriter,actor_list,year,aired_on,tot_eps,time_per_ep,start_dt,end_dt,synopsis,month,youtube_cnt,tot_views,org_terrestrial_TV,org_cable_TV,org_OTT,org_etc,org_broad_num,director_drama_num,screenwriter_drama_num,daily_views,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,season_Spring,season_Summer,season_Winter,week_of_weekend,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
158,Military Prosecutor Doberman,군검사 도베르만,"['Action', 'Military', 'Mystery', 'Law']",tvN,['Jin Chang Gyu'],['Yoon Hyun Ho'],"['Ahn Bo Hyun', 'Kim Woo Seok', 'Jo Bo Ah', 'Oh Yeon Soo', 'Kim Young Min']",2022,"Monday, Tuesday",16,244,2022-02-28,2022-04-26,"Do Bae Man became military prosecutor only to make more money and be successful. On the other hand, Cha Woo In, recently joining Bae Man’s team, became one for her revenge. As these two different purposes shows, the two have very different backgrounds and personalities. However, as they work on the same case, Bae Man and Woo In help each other and even grow together as fine military prosecutors.(Source: CJ ENM) ",2,712,199325500,0,1,0,0,1,3.0,2.0,353414,3,2,0,0,1,18.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
159,A Business Proposal,사내 맞선,"['Comedy', 'Romance', 'Drama']",Netflix,['Park Seon Ho'],"['Han Sul Hee', 'Hong Bo Hee']","['Ahn Hyo Seop', 'Seol In Ah', 'Kim Min Gue', 'Kim Se Jeong']",2022,"Monday, Tuesday",12,300,2022-02-28,2022-04-05,"Shin Ha Ri is a single woman who works for a company. She has a male friend, who she has had a crush on for a long time, but she learns he has a girlfriend. Shin Ha Ri feels sad and decides to meet her friend Jin Young Seo, who is a daughter of a chaebol family. Jin Young Seo then asks Shin Ha Ri to take her place on a blind date and even offers some money for her time. Shin Ha Ri accepts her friend's offer. She goes out on a blind date as Jin Young Seo while having the intention of getting rejected by her date. When she sees her blind date, Shin Ha Ri is dumbfounded. Her blind date is Kang Tae Moo. He is the CEO of the company where she works.Kang Tae Moo is the CEO of a company that his grandfather founded. One day, his grandfather informed him of an upcoming blind date that he set up for him. Kang Tae Moo is a workaholic, and he is annoyed that his grandfather sets up blind dates for him. He decides to marry the next woman whom he meets on a blind date, so he won't be disturbed from his work anymore. That woman is Shin Ha Ri, but she is pretending to be Jin Young Seo.On the following day, Shin Ha Ri receives a phone call from Kang Tae Moo. He asks her to marry him.(Source: AsianWiki)~~ Adapted from the web novel ""The Office Blind Date"" (사내 맞선) by Hae Hwa (해화).",2,736,184926100,1,0,1,0,2,4.0,4.0,327883,1,3,0,0,1,16.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Love (ft. Marriage and Divorce) Season 3,결혼작사 이혼작곡3,"['Romance', 'Life', 'Drama']",TV Chosun,['Yoo Jung Joon'],['Im Sung Han'],"['Park Joo Mi', 'Kang Shin Hyo', 'Lee Ga Ryeong', 'Jeon Soo Kyung', 'Ji Young San']",2022,"Saturday, Sunday",16,262,2022-02-26,2022-05-01,"The drama is about an unimaginable misfortune faced by three attractive female characters in their 30s, 40s and 50s, and the discord between married couples seeking true love.(Source: HanCinema) ",2,774,39427900,0,1,0,0,1,3.0,3.0,69661,2,3,1,0,0,13.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Juvenile Justice,소년 심판,"['Law', 'Drama']",Netflix,['Hong Jong Chan'],['Kim Min Sook'],"['Lee Sung Min', 'Kim Mu Yeol', 'Lee Jung Eun', 'Kim Hye Soo']",2022,Friday,10,372,2022-02-25,2022-02-25,"Sim Eun Seok is an elite judge with a prickly personality who hates juvenile offenders. After she gets assigned to a local juvenile court, she tries to balance her aversion to minor offenders with firm beliefs on justice and punishment, as she goes out of her way to break custom and administer her own ways of punishing the offenders.(Source: Netflix, AsianWiki) ",2,752,141254400,0,0,1,0,1,8.0,1.0,249126,2,2,2,0,0,28.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
162,Cherry Blossoms After Winter,겨울 지나 벚꽃,"['Romance', 'Youth', 'Drama']",Viki,['Yoon Joon Ho'],['Yoon Joon Ho'],"['Ok Jin Uk', 'Kang Hui']",2022,Thursday,8,188,2022-02-24,2022-04-14,"The death of his parents forces a seven-year-old boy named Seo Hae Bom to move in with an adoptive family who have a young son of the same age named Jo Tae Seong. Seo Hae Bom is in awe of Jo Tae Seong – he considers the boy to be everything that he is not: tall, handsome, popular, caring, and worthy of love and attention. The diminutive Seo Hae Bom thinks himself inferior and is humbled by the kindness of the family that took him in.Things become slightly different for the duo, however, after Seo Hae Bom and Jo Tae Seong end up in the same high school class. All of a sudden, they are spending more time than ever together at home and at school. An unexpected romantic spark ignites between the two – but what will Cupid have to say about all this?(Source: Viki)~~ Adapted from the webtoon ""Cherry Blossoms After Winter"" (겨울 지나 벚꽃) by Bam Woo (밤우).",2,668,20696500,0,1,0,0,1,2.0,1.0,36438,2,0,0,0,1,6.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,Sponsor,스폰서,"['Thriller', 'Romance', 'Drama']",MBN,['Kwak Gi Won'],['Park Gye Hyung'],"['Lee Ji Hoon', 'Han Chae Young', 'Ji Yi Soo', 'Koo Ja Sung']",2022,"Wednesday, Thursday",12,280,2022-02-23,2022-04-06,"A romance thriller between four men and women running like a runaway locomotive toward different desires, including success, revenge, children and love. Lee Sun Woo, is a photographer and editor at a magazine. He keeps a burning ambition and heartfelt desire for revenge hidden behind his warm exterior. Han Chae Rin is the CEO of a cosmetics company. She is greedy and ambitious despite her success. Park Da Som is a rising actress. She does anything for success. At the same time, she struggles to protect her son who has a rare disease. She’s internally struggling between motherhood and success, and despite her cold exterior, she truly loves her ill son. Hyun Seung Hoon, Park Da Som’s husband, is an aspiring model. His life goals are to overcome poverty and failures. He dreams of succeeding in life.(Source: Naver; Soompi)",2,752,31166600,0,2,0,0,2,4.0,1.0,54774,2,2,0,0,0,16.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Oh! Boarding House,하숙집 오!번지,"['Comedy', 'Romance', 'Youth']",Viki,['Park Eun Joo'],['Team Wol Pi Dong'],"['Im Sung Kyun', 'Shin Yong Seok']",2022,"Tuesday, Wednesday",8,112,2022-02-22,2022-03-16,"Sul Won is an out-of-work young man whose mother runs a low-cost boarding house for students and men who don’t have enough money to buy or rent an apartment on their own. But when his mother suddenly goes on vacation, she leaves Sul Won in charge of the boarding house – becoming the de facto live-in landlord. The residents of the boarding house are a mixed bunch. They include a high school senior, who also happens to be Sul Won’s cousin. There is also Sul Won’s former college friend, as well as Kim Chun Seo, a high school teacher. Rounding out the number is a third-year university student who dreams of becoming a writer. As the young men spend more time together, a close bond of friendship begins to form in the house. But when Sul Won discovers that some of the tenants have begun to develop a crush on him, Cupid could well come calling!(Source: Viki, edited by MyDramaList)~~ Adapted from the webtoon ""Hasuk 5"" (하숙집 5번지) by Penguin (펭귄).",2,738,67765300,0,1,0,0,1,1.0,1.0,118886,2,0,0,0,0,4.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,Tracer Season 2,트레이서 시즌 2,"['Action', 'Thriller', 'Mystery', 'Drama']",MBC,['Lee Seung Young'],['Kim Hyun Jung'],"['Yim Si Wan', 'Son Hyun Joo', 'Go Ah Sung', 'Park Yong Woo']",2022,Friday,8,525,2022-02-18,2022-02-18,"Dong Joo's journey to reveal the secrets behind his father's death continues. Tae Joon leads the NTS full of ambition. Dong Joo finds out that Tae Joon is related to his father's death and looks for additional evidence. Along with unlocking the secrets behind Dong Joo's father's death, Bureau Five continues to punish the tax evasion, secret funds, and corrupt trading of top officials in the country. Will Dong Joo and his teammates complete their journey in success?(Source: Viki)",2,758,240763600,1,0,0,0,1,4.0,4.0,419449,3,1,0,1,1,25.0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,Woof & Meow – Do you Love Me?,멍냥멍냥,['Romance'],DRAMAcube,['Kim Sae Hwan'],['Kim Yoo Jung'],"['Cha Hun', 'Yoon Chae Kyung', 'Joo Jong Hyuk', 'Park So Eun']",2022,Friday,10,102,2022-02-18,2022-03-04,"When it comes to love, Ha Joon is about the farthest thing from an expert that you can get. With almost no dating experience, the closest Ha Joon has ever gotten to having a long-term relationship is the one he has with his dog, Meongoo. Now in his twenties, Ha Joon is starting to feel that raising a dog is great, but it would be nice to have an actual human by his side.Terrified of going through his entire twenties without a proper relationship, Ha Joon agrees to visit a dating consultation company with some of his college friends. While there, Ha Joon finds himself crossing paths with Do Hee, a pretty young lady who looks exactly like his first love. Incredibly unlucky when it comes to love, Do Hee's only true companion is her cat Anna. Even so, Do Hee refuses to give up on love.Bonding over their mutual affection for their pets, Ha Joon and Do Hee find themselves drawing even closer, but is that one connection enough to spark love's eternal flame?(Source: Viki)",2,714,3121000,0,1,0,0,1,1.0,2.0,5437,2,2,0,0,2,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,I Have Not Done My Best Yet,아직 최선을 다하지 않았을 뿐,['Comedy'],TVING,['Im Tae Woo'],"['Park Eun Young', 'Park Hee Kwon']","['Park Jung Yeon', 'Kim Gab Soo', 'Park Hae Joon']",2022,Friday,12,300,2022-02-18,2022-03-25,"Nam Geum Pil is a man in his 40's and he lives with his father and daughter. Out of the blue, he decides to quit his job. He receives criticism from his family, but he doesn't care. He freeloads from his friend when he wants to drink alcohol. Meanwhile, Nam Geum Pil becomes aware of a male neighbor who looks like an unemployed man, but he actually makes a lot of money as a webcomic writer. Nam Geum Pil then decides to become a comic writer.(Source: AsianWiki)~~ Adapted from the manga series ""Ore Wa Mada Honki Dashitenai Dake"" (俺はまだ本気出してないだけ) by Shunju Aono (青野春秋).",2,790,23865900,0,0,1,0,1,2.0,3.0,41578,2,1,0,0,0,30.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Thirty-Nine,"서른, 아홉","['Romance', 'Life', 'Drama']",jTBC,['Kim Sang Ho'],['Yoo Young Ah'],"['Kim Ji Hyun', 'Son Ye Jin', 'Jeon Mi Do']",2022,"Wednesday, Thursday",12,390,2022-02-16,2022-03-31,"Leaning on each other through thick and thin, a trio of best friends stand together as they experience life, love and loss on the brink of turning 40.Cha Mi Jo is the head dermatologist of a clinic in Gangnam. She is a warm character who grew up in a wealthy environment with a caring family and everything she could wish for.Jung Chan Young dreamed of becoming an actress but ended up becoming an acting teacher instead. Although her way of speaking may seem blunt and harsh, the sincerity in her words makes her a character impossible to hate.Jang Joo Hee is a department store cosmetics manager. Due to her timid personality, she has yet to really experience a romantic relationship.(Source: Netflix, Soompi)",2,770,77641500,0,1,1,0,2,8.0,4.0,134794,0,3,2,0,0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Grid,그리드,"['Action', 'Thriller', 'Mystery', 'Sci-Fi']",Disney+,['Lee Khan'],['Lee Soo Yeon'],"['Kim Sung Kyun', 'Lee Si Young', 'Kim Mu Yeol', 'Seo Kang Joon', 'Kim Ah Joong']",2022,Wednesday,10,360,2022-02-16,2022-04-20,"Earth has survived catastrophic solar winds under the protection of the Grid, its planetary defense shield. Kim Sae Ha, a Bureau employee, encounters a murderer. Jung Sae Byeok, a detective, is dispatched to arrest the murderer. While in pursuit of the fugitive, she witnesses an unbelievable phenomenon: the founder of the Grid - a ghost from the past - has reappeared after 24 years. But why is she abetting the fugitive? This is a thriller that pursues the mysterious truth behind what saved humanity from an apocalypse.(Source: Disney+)",2,760,20549500,0,0,2,0,2,1.0,4.0,35676,3,2,2,0,0,19.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
170,Twenty-Five Twenty-One,스물다섯 스물하나,"['Romance', 'Life', 'Drama', 'Melodrama']",Netflix,"['Jung Ji Hyun', 'Kim Seung Ho']",['Kwon Do Eun'],"['Kim Tae Ri', 'Bona', 'Choi Hyun Wook', 'Nam Joo Hyuk', 'Lee Joo Myung']",2022,"Saturday, Sunday",16,281,2022-02-12,2022-04-03,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team.The South Korean financial crisis also causes Baek Yi Jin’s father's business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network.(Source: Netflix, AsianWiki)",2,730,366308200,0,1,1,0,2,5.0,2.0,631566,2,3,1,0,1,9.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Forecasting Love and Weather,기상청 사람들: 사내연애 잔혹사 편,"['Romance', 'Drama', 'Melodrama']",jTBC,['Cha Young Hoon'],['Sun Young'],"['Yoon Park', 'Park Min Young', 'Song Kang', 'Yura']",2022,"Saturday, Sunday",16,262,2022-02-12,2022-04-03,"A romance drama about the work and love in the office of National Weather Service, hotter than tropical nights and more unpredictable than localized heavy rains.Jin Ha Kyung is an intelligent and highly organized individual who does everything by the book and is fastidious about keeping her personal and professional lives separate. Due to her cold demeanor, she has few friends at work and has become an “outsider by choice.”Lee Shi Woo is a free spirit who is always thinking outside the box. Although he can appear clumsy, he boasts an impressive IQ of 150 and is able to achieve anything once he sets his mind to it. However, in spite of his intelligence and abilities, all he cares about is the weather.Han Ki Joon is a handsome and quick-witted character with a silver tongue. Using his formidable powers of persuasion, Han Ki Joon eventually gets scouted by the spokesperson's office after struggling in the early days of his career at the service. However, because he has lived his entire life as a model student, he has a hard time dealing with failure.Chae Yoo Jin is a daily weather reporter. Although she went into her job with lofty dreams of breaking news, exciting scoops, and on-site reports, Chae Yoo Jin was ultimately assigned to the “weather and lifestyle team.” While she was initially disappointed by the assignment, she eventually comes to grow fond of her job.(Source: JTBC studios, Soompi)",2,788,30071600,0,1,1,0,2,5.0,1.0,51848,2,2,0,0,1,26.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,First Love Again,첫사랑만 세번째,"['Mystery', 'Romance', 'Youth', 'Fantasy']",KBS2,['Yoon Chang Bum'],['Park Pil Joo'],"['Myung Se Bin', 'Kim Seung Soo', 'Park Jung Chul', 'Wang Bit Na']",2016,"Monday, Tuesday, Wednesday, Thursday, Friday",104,20,2016-11-28,2017-04-21,"Lee Ha-Jin and Cha Do-Yoon were deeply in love and planned to marry, but, because of circumstances standing in their way, she broke up with him cruelly. Eight years later the two of them meet again. Ha Jin has ""erased"" memories of her first love and is now enthusiastic about cooking. On the contrary, Do Yoon is still trapped in the past, full of vengeance and hatred toward her. To complicate matters, enter Jeong Woo, a good man with ulterior motives, and Min Hee, an evil woman who will do anything to stay on top and in her mother's graces",11,672,438825100,1,0,0,0,1,2.0,4.0,176803,2,2,0,0,1,33.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
173,Do You Want to Eat?,食자해지 밥 묵니껴?,"['Food', 'Family']",MBC,['Kim Sung Moon'],['Marin K'],"['Lee Eun Hyung', 'Jung Ae Ri', 'Go In Beom', 'Ji Seung Hyun', 'Ok Go Woon', 'Seo Eun Ah']",2022,Monday,6,170,2022-01-30,2022-03-06,Tells the story of three generations of families gathered in one place on the occasion of a ritual to heal the conflicts and trials that each one is experiencing with food and love.,1,214,66200,1,0,0,0,1,1.0,1.0,112,3,3,0,0,0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
174,All of Us Are Dead,지금 우리 학교는,"['Action', 'Thriller', 'Horror', 'Sci-Fi']",Netflix,['Lee Jae Gyoo'],['Chun Sung Il'],"['Yoon Chan Young', 'Lomon', 'Park Ji Hu', 'Cho Yi Hyun']",2022,Friday,12,310,2022-01-28,2022-01-28,"A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.(Source: Netflix)~~ Adapted from the webtoon ""All of Us Are Dead"" (지금 우리 학교는) by Joo Dong Geun (주동근). ",1,752,249895200,0,0,1,0,1,2.0,4.0,419992,2,2,0,2,0,8.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
175,Rookie Cops,너와 나의 경찰수업,"['Romance', 'Life', 'Youth', 'Drama']",Disney+,"['Kim Byung Soo', 'Kim Jung Wook']",['Lee Ha Na'],"['Chae Soo Bin', 'Kang Daniel']",2022,Wednesday,16,225,2022-01-26,2022-03-16,"A coming-of-age story that captures the spirit, challenges and passion of youth as two students at the Korean National Police University experience life's charms and traumas whilst trying to become full-fledged cops. From bridging generation gaps with harmony to finding their own romance on campus, two very different students work to achieve their dreams and aspirations in the line of duty.(Source: Disney+) ",1,744,25402100,0,0,2,0,2,6.0,2.0,42550,1,1,0,0,1,16.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,Color Rush Season 2,컬러 러쉬 2,"['Thriller', 'Mystery', 'Romance', 'Youth']",LINE TV,['Park Sun Jae'],['Park Sun Jae'],"['Yoo Jun', 'Hyuk']",2022,Friday,8,112,2022-01-21,2022-01-21,"Choi Yeon Woo is a high school student and a “mono” – a person who sees the world only in a dull and lifeless black and white. But for every mono, there is a “probe” – a kind of soulmate who allows the mono to see the world in vivid color. Yeon Woo’s probe was a boy named Yoo Han, and the two developed a beautiful friendship that blossomed into romance. But as their relationship intensified, mysterious goings-on suddenly got very unpleasant for Yeon Woo, who eventually found that Yoo Han had disappeared, with his mother also vanishing.Yeon Woo vows to do whatever it takes to track down his “probe” and his mother. A classmate named Se Hyun learns of Yeon Woo’s quest and resolves to help and protect him – as a close friendship develops between the two students. But Se Hyun hides a secret, and Yeon Woo could be about to discover the truth… Meanwhile, Yeon Woo is not alone – other monos are nearer than he might think, including a female mono who is looking for her own probe. And a TV producer is also on the scene, hoping to get to the bottom of the mono-probe mystery!(Source: Viki)~~ Adapted from the web novel ""Color Rush"" (컬러 러쉬) by Se Sang (세상).",1,746,14638300,0,2,0,0,2,6.0,2.0,24316,2,0,0,1,1,12.0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,Dr. Park’s Clinic,내과 박원장,"['Comedy', 'Medical']",TVING,['Seo Jun Beom'],['Seo Jun Beom'],"['Ra Mi Ran', 'Lee Seo Jin']",2022,"Friday, Saturday",12,140,2022-01-14,2022-02-18,"Dr. Park Won Jang recently opened his own internal medicine clinic. His goal is to become acknowledged as a skilled physician and make a lot of money in the process. He thought that if he opened his own clinic, the money would soon roll in. Reality is a little different for Park Won Jang. His clinic receives very few patients and it is teetering on insolvency. He struggles to save his clinic. Making things worse, he also suffers from hair loss. Meanwhile, Park Won Jang is married to Sa Mo Rim. His wife trusts the advice of medical TV programs more than her husband.(Source: AsianWiki)~~ Adapted from the webtoon ""Internal Medicine Physician Park Won Jang"" (내과 박원장) by Jang Bong Soo (장봉수).",1,784,52928500,0,0,1,0,1,1.0,1.0,86911,1,1,0,0,0,34.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,Through the Darkness,악의 마음을 읽는 자들,"['Thriller', 'Mystery', 'Drama']",SBS,"['Kim Jae Hong', 'Park Bo Ram']","['Seol Yi Na', 'Kwon Il Yong']","['Jin Seon Kyu', 'Kim Nam Gil', 'Kim So Jin']",2022,"Friday, Saturday",12,350,2022-01-14,2022-03-12,"Back in the 1990s, the citizens of Seoul were gripped with a paralyzing fear after a series of brutal attacks and murders occurred. A mysterious figure dubbed ‘Red Cap’ was stalking women on the streets then killing his prey, seemingly without provocation. His habit of striking at random made it impossible for the detectives to predict his next move. At the top of their minds is what could be triggering him. Aware of the American F.B.I. and its successful use of criminal profilers to identify serial killers, the head of the Criminal Behavioral Analysis team, Gook Young Soo recruits Song Ha Young, a quiet, reserved, incredibly perceptive former detective for his team. Gook believes using this new psychological method will give the police an edge in capturing 'Red Cap' and ending his killing spree. Homicide expert Yoon Tae Goo and her officers question the value of this approach and are resistant to entering such uncharted territory. To quell their scorn they need to convince that this radical crime-fighting approach will increase their arrest rates. Does Song Ha Young have the ability to gain the trust of callous criminals while seeing through them? Is he clever enough to outwit them?  But more importantly, does he possess the emotional fortitude to withstand the process? (Source: Viki; edited by Lee C)~~ Adapted from the autobiography of the same title, co-written by Korea's first criminal profiler, Kwon Il Yong and journalist-turned-author Ko Na Mu, depicting some of Kwon's field experiences.",1,782,48661400,1,0,0,0,1,5.0,1.0,79904,2,1,0,0,0,13.0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Tracer,트레이서,"['Action', 'Thriller', 'Mystery', 'Drama']",MBC,['Lee Seung Young'],['Kim Hyun Jung'],"['Yim Si Wan', 'Son Hyun Joo', 'Go Ah Sung', 'Park Yong Woo']",2022,"Friday, Saturday",8,450,2022-01-07,2022-01-29,"Hwang Dong Joo is the chief of taxation division 5 at the National Tax Service. He works hard to trace money that is hidden from the tax service. His team includes Seo Hye Young, who has a bright personality, and his boss is Oh Young.Meanwhile, In Tae Joon is the director of a regional tax office. He is an ambitious man who has earned his way to the top through corrupt and illegal actions, all the while maintaining his cocky attitude.(Source: AsianWiki, Soompi)",1,762,33692700,1,0,0,0,1,4.0,4.0,54696,3,1,0,1,1,25.0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,Ghost Doctor,고스트 닥터,"['Comedy', 'Medical', 'Fantasy', 'Supernatural']",tvN,['Boo Sung Chul'],['Kim Eun Hee'],"['Kim Bum', 'Son Na Eun', 'Rain', 'Uee']",2022,"Monday, Tuesday",16,262,2022-01-03,2022-02-22,"Cha Young Min is a genius doctor, with excelling skills at surgery, but he is arrogant and selfish. One day, he gets involved in an accident and due to this, his spirit possesses another doctor's body, Seung Tak. These two doctors are complete opposites, with opposite personalities and medical abilities.Young Min is arrogant and cold-blooded, only cares about his career and doesn't care about any of his patient's personal stories. Seung Tak is the luckiest and richest resident doctor whose grandfather is the founder of Myung-shin hospital and whose mother is the chairman of the hospital. Never wanting to be a good doctor, he becomes possessed by a ghost doctor.  (Source: AsianWiki, CJ ENM)",1,762,38653200,0,1,0,0,1,4.0,8.0,62344,2,2,0,0,3,21.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
181,The Man's Voice,그 놈 목소리,"['Comedy', 'Romance', 'Fantasy']",iQiyi,['Kang Jang Su'],['Kim Kyung Hee'],"['Choi  Tae Joon', 'Song Ji Eun', 'Sung Ji Ru']",2021,Thursday,8,225,2021-12-30,2021-12-30,"A fantasy rom-com about a convenience store part-timer who is searching for a full-time job, a handsome pilot, and his pet cat. The drama tells the story that unfolds when the shy female lead gains the ability to communicate with a cat she coincidentally meets and comes to make some sort of deal with the prickly cat. Baek Tae Hwa is the cat’s owner and an airline co-pilot. He has a good background and handsome looks that would make anyone fall for him. Due to his naturally sweet personality, Baek Tae Hwa has often made women cry without meaning to. The pet hotel he uses suddenly closes before his flight one day, so Baek Tae Hwa ends up entrusting his pet with a woman. Go Mi Rim has an ordinary background and is optimistic by nature. She works part-time at a convenience store while looking for a full-time job. Go Mi Rim agrees to take care of the cat owned by her one-sided love interest, but she starts to hear the cat’s voice after being hit by lightning, setting up the plot for an interesting romance to unfold.(Source: iQiyi)",12,756,81858700,0,1,1,0,2,1.0,1.0,131184,1,1,0,0,1,24.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,The Silent Sea,고요의 바다,"['Thriller', 'Mystery', 'Horror', 'Sci-Fi']",Netflix,['Choi Hang Yong'],['Park Eun Kyo'],"['Lee Joon', 'Bae Doo Na', 'Gong Yoo']",2021,Friday,8,375,2021-12-24,2021-12-24,"Set in the future, when the planet suffers from a lack of water and food caused by desertification. Yoon Jae is a soldier for the space agency. He is selected for a team, including Ji An, to travel to the moon. A scientist joins the mission to recover mysterious samples from an abandoned lunar space station, where an accident killed everyone including her sister.(Source: AsianWiki; Netflix) ",12,762,71614000,0,0,1,0,1,1.0,1.0,113673,2,1,0,0,1,22.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,Tinted With You,물들여,"['Historical', 'Romance', 'Fantasy']",Viki,['Ra Ha Na'],['Ship Yi Wol'],"['Jun', 'Yoo Hyun Woo']",2021,"Thursday, Friday",8,90,2021-12-23,2022-01-14,"In Korea’s feudal past, deposed Crown Prince Lee Heon was forced into exile when his cruel older brother usurped the throne. His sibling plans to permanently secure his position, leaving Lee Heon fearing for his life at every turn.  Lee Heon has one ally, Geum, his loyal, kind-hearted guard. Flash forward to the modern-day, where art is high school student Eun Ho’s entire world. He accepts a commission to complete an unfinished canvas despite its mysterious vibe. Inexplicably drawn into the distant past, he meets Lee Heon, with whom he forms a close and romantic bond. Becoming restless, the acting king desires to murder the exiled Crown Prince. Eun Ho now understands that he may be Lee Heon’s best – if not sole – chance of survival.(Source: Viki)",12,740,2335300,0,1,0,0,1,2.0,1.0,3701,2,0,0,0,1,2.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
184,Moonshine,꽃 피면 달 생각하고,"['Action', 'Historical', 'Comedy', 'Romance']",KBS2,['Hwang In Hyuk'],['Kim Joo Hee'],"['Kang Mi Na', 'Lee Hye Ri', 'Yoo Seung Ho', 'Byeon Woo Seok']",2021,"Monday, Tuesday",16,262,2021-12-20,2022-02-22,"An extended period of prohibition in the Joseon era proved that the restriction of alcohol was no match for human desire.Laws against imbibing, buying or making alcohol created different challenges for these inhabitants: Inspector Nam Young from The Office of the Inspector-General who left his hometown to achieve fame in Hanyang and restore his family status; Kang Ro Seo, the aristocratic but impoverished lady who makes moonshine to reduce her debt, allowing her to continue buying her mother’s medication and her brother’s books; and even Crown Prince Lee Pyo, who was prone to scaling the palace walls in search of a tipple. This trio has a fateful encounter leading to the discovery of a hidden stash of alcohol. Revealing this secret would only result in certain death.",12,778,13437000,1,0,0,0,1,4.0,1.0,21194,2,2,0,1,2,17.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
