,daily_views,director_drama_num,screenwriter_drama_num,tot_eps,duration,season_Spring,season_Summer,season_Winter,week_of_weekend,org_terrestrial_TV,org_cable_TV,org_OTT,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
473,29642,5,1,16,60,0,0,1,1,0,2,0,1,1,0,0,0,26,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
474,43285,6,5,16,62,0,0,1,1,0,1,1,2,2,0,0,0,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,10162,8,2,32,35,0,0,1,0,1,0,0,2,2,0,0,0,22,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
478,3801,4,4,40,30,0,0,1,0,1,0,0,2,2,0,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,25855,7,3,16,80,0,0,1,0,0,1,0,2,1,0,2,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
480,5928,3,2,40,35,0,0,1,0,1,0,0,1,1,0,0,0,17,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
482,12036,3,1,12,65,0,0,1,0,0,3,0,2,1,0,0,1,24,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
483,64627,1,1,6,18,0,0,1,0,1,0,0,1,1,0,0,1,15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
484,29887,4,1,32,35,0,0,1,0,1,0,0,2,1,0,1,0,27,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485,53724,1,2,10,35,0,0,1,1,0,0,1,1,1,0,0,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
486,6874,5,1,16,30,0,0,1,0,1,0,0,1,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,30933,5,2,32,35,0,0,1,0,1,0,0,3,1,1,0,0,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
488,19204,2,3,12,55,0,0,1,1,0,2,0,1,2,0,1,1,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
489,49434,10,4,16,70,0,0,1,1,0,1,1,1,1,0,0,0,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
490,7252,5,2,40,30,0,0,1,1,1,1,0,2,2,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,193697,5,4,16,69,0,0,0,0,0,1,0,1,1,0,0,0,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
492,21606,5,1,6,35,0,0,0,0,1,0,1,1,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
494,21226,2,3,16,70,0,0,0,0,0,1,0,2,1,0,1,0,23,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
495,8975,2,2,48,25,0,0,0,1,1,0,0,2,2,0,0,0,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,4311,1,2,16,60,0,0,0,1,0,1,0,2,1,0,0,0,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,116631,3,2,20,75,0,0,0,1,0,1,0,0,5,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
498,76707,6,6,52,35,0,0,0,0,1,0,0,2,3,1,0,1,23,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,7203,4,2,32,30,0,0,0,0,1,0,0,2,2,0,0,2,27,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,5281,3,2,11,80,0,0,0,0,0,1,0,2,1,0,0,0,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,2190,1,1,16,65,0,0,0,0,0,1,0,1,1,0,1,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502,79574,4,1,32,35,0,0,0,0,1,0,0,2,1,0,0,0,17,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
503,6986,3,1,12,54,0,0,0,0,0,1,0,2,2,0,0,0,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,3544,5,1,16,63,0,0,0,0,0,1,0,2,3,0,0,1,29,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,90016,3,5,10,63,0,0,0,0,0,1,1,2,1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,13045,1,2,16,65,0,0,0,0,0,2,0,1,1,0,0,0,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507,48341,1,2,10,35,0,0,0,0,1,1,1,1,1,0,0,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
508,1285,1,1,12,55,0,0,0,0,1,0,0,2,0,0,0,1,24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
510,101093,2,1,12,75,0,0,0,0,0,2,0,1,1,0,0,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,3823,2,3,16,70,0,0,0,0,1,0,0,3,2,0,0,2,20,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
512,20659,4,3,32,35,0,0,0,0,1,0,0,2,2,1,0,0,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,291,7,1,32,30,0,0,0,1,1,0,0,2,2,0,0,0,20,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,4919,4,2,16,65,0,0,0,1,0,1,0,1,2,0,0,0,53,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
516,8662,8,1,16,64,0,0,0,0,0,1,0,2,1,0,0,1,24,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,16453,3,1,32,35,0,0,0,0,1,0,0,2,3,0,0,1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,80792,2,4,32,30,0,0,0,0,1,1,0,2,2,0,0,1,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
519,141306,10,2,16,70,0,0,0,0,0,1,0,2,2,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
520,49870,5,1,14,65,0,0,0,1,0,1,0,4,1,0,0,1,26,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
521,23310,3,1,10,57,0,0,0,0,0,1,0,1,1,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,17991,3,3,16,75,0,0,0,1,0,1,0,2,1,0,0,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523,20193,5,3,32,35,0,0,0,0,1,0,0,2,1,1,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
524,33111,5,3,32,35,0,0,0,0,1,0,0,2,2,0,1,0,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526,4328,9,3,16,67,0,0,0,0,0,1,0,2,1,0,0,0,16,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
527,75859,7,1,16,75,0,0,0,0,0,1,0,2,1,0,1,1,16,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,17923,3,3,10,68,0,0,0,0,0,1,0,2,1,1,0,0,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,12325,6,5,32,35,0,0,0,0,1,0,0,1,2,0,1,0,24,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
530,22306,4,3,16,65,0,0,0,0,0,3,0,2,0,0,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,48320,1,1,32,31,0,1,0,0,0,1,0,1,1,0,1,0,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,1974,4,1,32,35,0,1,0,0,1,0,0,2,3,0,1,2,28,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
535,34692,4,4,12,60,0,1,0,1,0,1,0,1,0,0,0,0,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
536,46359,6,5,16,75,0,1,0,0,0,1,0,2,2,0,0,0,20,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,166548,3,4,16,60,0,1,0,1,0,1,0,2,2,0,0,1,21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
538,17630,2,2,12,60,0,1,0,0,0,2,0,2,3,0,0,1,39,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,57562,4,4,32,35,0,1,0,0,1,0,0,2,2,0,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542,4816,3,2,32,35,0,1,0,0,1,0,0,2,2,0,0,1,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,25309,6,2,32,35,0,1,0,0,1,0,0,1,3,0,0,0,18,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,56524,5,1,14,63,0,1,0,0,0,1,0,1,1,0,0,1,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
546,7830,2,1,40,35,0,1,0,1,1,0,0,2,1,0,0,1,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
547,234898,5,6,24,80,0,1,0,1,0,1,1,3,2,1,1,0,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
548,1689,3,1,32,30,0,1,0,0,1,0,0,2,4,0,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,41050,6,4,16,65,0,1,0,1,0,1,0,4,1,1,1,0,22,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
551,153196,7,6,16,69,0,1,0,0,0,1,0,1,1,0,0,0,22,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
552,56660,5,1,36,35,0,1,0,0,1,0,0,3,3,0,0,0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
554,7618,2,1,40,30,1,0,0,1,1,0,0,2,2,0,0,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,62902,2,2,16,80,1,0,0,1,0,1,0,1,1,0,0,1,18,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
556,5765,4,3,32,35,1,0,0,0,1,0,0,1,1,0,0,0,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,37749,6,2,16,80,1,0,0,0,0,1,0,4,2,0,1,1,24,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
558,27205,3,1,16,70,1,0,0,0,0,1,0,1,1,0,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
559,16740,4,1,32,35,1,0,0,0,1,0,0,2,1,0,0,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,12438,4,4,32,35,1,0,0,0,1,0,0,1,1,0,1,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
561,2821,3,1,32,30,1,0,0,1,1,0,0,2,2,0,0,0,29,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,18289,5,2,16,66,1,0,0,1,0,1,0,2,2,1,0,0,17,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
563,9589,4,1,16,65,1,0,0,0,0,2,0,2,2,0,0,1,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
565,24460,4,2,38,35,1,0,0,0,1,0,0,2,1,0,0,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
566,2322,2,1,12,60,1,0,0,1,0,1,0,0,4,0,0,0,12,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,7308,4,2,16,60,1,0,0,0,1,0,0,3,3,0,0,2,20,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
568,3956,7,6,18,60,1,0,0,0,1,0,0,1,2,0,0,0,27,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
569,81016,3,2,16,75,1,0,0,1,0,1,1,1,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1059,6,1,32,35,1,0,0,0,1,0,0,2,1,0,1,0,26,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
571,5091,3,6,16,65,1,0,0,0,0,1,0,2,1,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,267,4,1,32,35,1,0,0,0,1,0,0,2,2,0,0,0,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
574,109291,8,3,16,77,1,0,0,0,0,1,0,1,1,0,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
575,2260,2,4,50,70,1,0,0,1,1,0,0,2,2,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
576,31231,5,1,32,35,1,0,0,0,1,0,0,2,2,0,1,1,18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
578,2054,8,2,16,50,1,0,0,0,0,1,0,0,1,0,0,0,29,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
579,3615,4,1,24,70,1,0,0,1,1,0,0,2,2,1,0,1,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,4403,1,2,40,35,1,0,0,1,1,0,0,3,1,0,0,0,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,4263,3,3,16,67,1,0,0,1,0,1,0,2,2,0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
582,11494,10,2,20,70,1,0,0,1,0,2,0,2,1,0,0,0,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
583,1257,5,3,16,65,0,0,1,0,1,0,0,2,1,0,0,0,25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,53160,4,3,40,35,0,0,1,0,1,0,0,2,2,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,25738,6,2,20,65,0,0,1,0,0,1,0,3,3,2,1,0,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,34084,3,2,16,70,0,0,1,1,0,1,0,1,1,0,0,0,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,8114,2,2,16,70,0,0,1,0,1,0,0,2,2,0,1,2,34,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589,43156,5,1,16,60,0,0,1,0,0,1,0,2,1,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,200285,7,2,16,63,0,0,1,0,0,1,0,0,3,0,1,0,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,44365,6,2,34,35,0,0,1,0,1,0,0,4,2,1,0,0,26,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
592,3118,1,1,12,60,0,0,1,0,0,1,0,2,1,0,0,1,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1399,7,2,10,55,0,0,1,0,0,1,0,2,1,0,0,1,15,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
594,56182,9,5,20,80,0,0,1,1,0,1,1,4,1,0,1,2,30,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
595,28881,6,4,16,65,0,0,1,1,0,1,0,5,0,1,1,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
596,41597,4,2,16,73,0,0,1,0,0,1,0,2,2,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597,19701,3,3,20,65,0,0,1,0,1,0,0,1,3,0,1,0,21,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
598,41644,4,2,32,35,0,0,1,0,1,0,0,2,1,1,1,0,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599,22469,3,3,50,30,0,0,1,0,0,1,0,2,1,1,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,9068,3,4,16,60,0,0,1,0,0,1,0,1,1,0,0,0,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,4352,9,2,16,63,0,0,1,0,1,0,0,2,2,0,0,0,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
604,23376,6,3,5,32,0,0,0,0,1,0,0,3,3,0,1,2,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,6149,5,1,40,30,0,0,0,0,1,0,0,1,1,0,0,0,18,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,7863,5,1,32,35,0,0,0,0,1,0,0,2,1,1,0,1,12,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
607,23316,5,4,16,60,0,0,0,1,0,1,0,2,2,1,0,1,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,27418,7,2,32,35,0,0,0,0,1,0,0,2,2,0,2,1,20,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
609,116573,4,4,16,92,0,0,0,0,0,1,1,2,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
612,41863,7,3,24,65,0,0,0,1,1,0,0,3,3,0,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
613,4313,10,3,10,60,0,0,0,0,0,2,1,1,1,0,0,1,18,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
614,10415,2,1,56,30,0,0,0,1,1,0,0,3,2,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
615,19890,10,3,16,70,0,0,0,1,0,1,0,2,1,0,0,1,20,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
617,56890,3,2,12,70,0,0,0,1,1,0,0,1,1,0,0,1,28,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
618,3257,4,4,12,60,0,0,0,1,0,1,0,1,1,0,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,45477,8,2,12,66,0,0,0,0,0,1,0,1,3,0,0,2,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,9420,1,6,16,60,0,0,0,0,1,0,0,4,1,0,0,0,18,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
621,9811,3,3,16,60,0,0,0,0,1,0,0,1,1,0,0,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
622,90273,7,2,16,70,0,0,0,0,0,1,0,3,3,0,0,0,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,7234,4,2,32,35,0,0,0,0,1,0,0,3,3,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,11269,5,4,32,30,0,0,0,0,1,0,0,3,1,0,0,1,22,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
625,28684,3,1,16,60,0,0,0,1,1,0,0,2,2,0,0,1,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
627,42757,3,5,40,30,0,0,0,0,1,0,0,2,2,0,0,0,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
628,3202,2,3,22,35,0,0,0,0,1,0,0,1,2,0,1,1,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
629,18157,4,5,8,60,0,0,0,0,1,0,0,2,3,0,2,1,11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,2612,4,3,8,70,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
631,51264,3,2,52,65,0,0,0,1,1,0,0,2,2,0,0,0,16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
632,5681,2,3,50,75,0,0,0,1,1,0,0,3,3,0,1,1,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
633,16528,8,1,40,35,0,1,0,0,1,0,0,2,1,0,0,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
634,54170,8,4,14,60,0,1,0,1,0,1,0,0,5,0,1,1,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,9260,1,1,12,45,0,1,0,0,0,1,0,2,1,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1765,5,2,16,60,0,1,0,0,1,0,0,2,2,0,0,3,21,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
639,51859,1,4,16,60,0,1,0,1,0,1,0,3,1,0,0,1,20,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,10375,3,2,16,52,0,1,0,1,1,0,0,2,2,0,0,0,16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
641,4827,6,2,20,60,0,1,0,0,0,1,0,3,2,0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,24140,4,4,32,35,0,1,0,0,1,0,0,2,2,0,0,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,17127,2,1,24,35,0,1,0,0,1,0,0,2,2,2,0,0,21,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
644,122124,5,4,40,35,0,1,0,0,1,0,0,2,1,0,1,0,23,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645,34916,3,3,16,60,0,1,0,0,1,0,0,3,2,0,0,1,16,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
646,18371,8,1,40,35,0,1,0,0,1,1,0,3,1,1,0,2,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
647,28117,6,2,16,70,0,1,0,0,0,1,0,3,2,0,1,1,17,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
648,51835,5,6,20,60,0,1,0,1,0,1,0,2,3,1,0,0,26,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,57304,10,4,16,70,0,1,0,1,0,1,1,3,2,1,0,0,21,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
653,14508,5,4,16,63,0,1,0,1,0,1,0,2,2,0,1,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
654,25912,1,2,32,30,0,1,0,1,1,0,0,3,1,0,1,0,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,45514,4,2,20,60,1,0,0,0,1,0,0,2,1,0,0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
657,18550,6,1,32,30,1,0,0,0,1,0,0,2,2,0,1,2,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
658,9843,3,1,12,65,1,0,0,0,0,1,0,3,1,0,1,1,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
659,111043,6,2,16,60,1,0,0,0,1,0,0,2,1,0,0,0,15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
660,8793,6,1,32,35,1,0,0,0,1,0,0,3,2,0,0,1,29,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
662,4874,6,2,50,75,1,0,0,1,1,0,0,2,2,0,0,2,23,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
663,66052,4,3,40,30,1,0,0,0,1,0,0,1,2,1,1,1,21,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
664,23390,6,2,40,30,1,0,0,0,1,0,0,4,2,0,2,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
668,19156,8,3,16,65,1,0,0,1,0,1,0,4,2,0,1,1,30,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
669,44596,6,1,13,60,1,0,0,0,0,1,0,2,2,0,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,10284,7,2,16,70,1,0,0,1,0,1,0,3,1,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
672,1362,5,3,16,60,1,0,0,0,1,0,0,1,1,0,0,0,28,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,18815,4,1,17,60,1,0,0,0,1,0,0,2,2,0,0,0,22,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,32272,8,2,16,64,1,0,0,1,0,1,0,2,1,0,0,0,18,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
675,67083,4,2,20,60,1,0,0,0,1,0,0,2,2,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
676,24138,5,1,16,68,1,0,0,0,0,1,0,3,2,1,1,1,15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
677,5754,5,1,16,60,1,0,0,0,1,0,0,4,1,0,1,1,18,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
678,6460,4,2,50,67,1,0,0,1,1,0,0,2,3,0,0,1,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
679,32557,2,1,52,66,1,0,0,1,1,0,0,3,3,0,0,1,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,1655,10,5,20,64,0,0,1,0,1,0,0,2,2,0,0,0,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,213557,7,6,16,67,0,0,1,1,0,1,0,2,1,0,0,1,18,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
683,402,7,1,40,35,0,0,1,0,1,0,0,1,2,0,0,0,41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,24791,8,2,16,60,0,0,1,1,0,1,0,1,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
685,22138,2,1,30,60,0,0,1,0,1,0,0,2,2,0,0,0,22,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
686,4320,6,1,28,60,0,0,1,0,1,0,0,2,2,0,0,0,32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
687,37541,6,4,20,60,0,0,1,0,1,0,0,2,2,0,0,1,21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
